datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,4.43,0.44,4.7611,-10.3556,40.48,0.1747
02-Jan-1948,18.77,0.442,8.0222,-2.7611,40.48,0.2714
03-Jan-1948,8.04,0.435,10.3944,-0.8278,40.48,0.2821
04-Jan-1948,3.93,0.429,10.7333,0.7278,40.48,0.2553
05-Jan-1948,1.71,0.424,12.0722,0.4389,40.48,0.266
06-Jan-1948,24.48,0.419,11.3722,-2.9333,40.48,0.223
07-Jan-1948,6.65,0.416,9.7444,2.2611,40.48,0.3923
08-Jan-1948,1.22,0.413,10.3611,0.6111,40.48,1.0264
09-Jan-1948,0,0.41,9.1056,-5.4,40.48,0.5589
10-Jan-1948,0,0.409,9.7167,-6.3444,40.48,0.4192
11-Jan-1948,0,0.408,7.7833,-9.5222,40.48,0.3117
12-Jan-1948,0,0.408,7.1278,-10.05,40.48,0.2553
13-Jan-1948,0,0.409,6.9389,-9.5278,40.48,0.2418
14-Jan-1948,0,0.41,8.3,-11.8167,40.48,0.2365
15-Jan-1948,0,0.412,8.5222,-11.4,40.48,0.2257
16-Jan-1948,0,0.415,8.8944,-10.4833,40.48,0.2203
17-Jan-1948,0,0.419,7.7111,-10.4944,40.48,0.215
18-Jan-1948,0,0.423,6.8222,-10.5611,40.48,0.215
19-Jan-1948,0,0.428,7.8667,-12.5722,40.48,0.2042
20-Jan-1948,0,0.434,8.6278,-11.4556,40.48,0.2096
21-Jan-1948,0,0.44,10.6444,-9.7611,40.48,0.2257
22-Jan-1948,0,0.447,13.6,-8.3944,40.48,0.2257
23-Jan-1948,0,0.455,13.8,-6.2611,40.48,0.215
24-Jan-1948,0,0.464,10.8167,-8.8056,40.48,0.2042
25-Jan-1948,0,0.473,5.5111,-9.7167,40.48,0.1935
26-Jan-1948,0,0.483,2.6333,-12.35,40.48,0.1666
27-Jan-1948,0,0.494,2.4167,-13.3833,40.48,0.1397
28-Jan-1948,0,0.506,5.3667,-12.9944,40.48,0.1881
29-Jan-1948,0,0.518,6.8944,-12.7833,40.48,0.1988
30-Jan-1948,0,0.531,7.2556,-11.7278,40.48,0.2096
31-Jan-1948,0.34,0.545,7.2667,-12.1222,40.48,0.2203
01-Feb-1948,0.16,0.559,0.6556,-7.3389,44.03,0.2096
02-Feb-1948,0,0.574,-1.6889,-16.1889,44.03,0.2042
03-Feb-1948,4.6,0.589,0.5667,-16.1111,44.03,0.1988
04-Feb-1948,8.87,0.606,-1.2833,-12.5222,44.03,0.1988
05-Feb-1948,23.35,0.623,-3.6778,-13.3333,44.03,0.1935
06-Feb-1948,7.71,0.641,-3.6611,-10.2389,44.03,0.1881
07-Feb-1948,6.59,0.659,0.3389,-17.3056,44.03,0.1827
08-Feb-1948,7.38,0.678,0.85,-15.2722,44.03,0.1935
09-Feb-1948,4.81,0.698,-0.3833,-5.6833,44.03,0.2042
10-Feb-1948,4.25,0.718,-3.45,-9.0833,44.03,0.1881
11-Feb-1948,0,0.739,-1,-15.8667,44.03,0.1612
12-Feb-1948,0,0.761,1.7111,-16.6167,44.03,0.1773
13-Feb-1948,0.32,0.783,5.0944,-15.8056,44.03,0.1881
14-Feb-1948,2.7,0.806,8.0556,-11.0889,44.03,0.1988
15-Feb-1948,0.32,0.829,8.6778,-6.0278,44.03,0.2177
16-Feb-1948,0,0.853,10.4722,-5.3556,44.03,0.2177
17-Feb-1948,0.42,0.878,9.3,-5.7111,44.03,0.2338
18-Feb-1948,0.16,0.903,7.7889,0.4,44.03,0.2606
19-Feb-1948,0,0.929,9.1389,-6.5778,44.03,0.2445
20-Feb-1948,3.01,0.955,8.2611,-8.4667,44.03,0.223
21-Feb-1948,4.12,0.982,7.8389,-5.0833,44.03,0.2284
22-Feb-1948,3.28,1.01,3.0111,-0.9444,44.03,0.266
23-Feb-1948,0.1,1.038,1.9111,-7.4944,44.03,0.2553
24-Feb-1948,0,1.067,5.8611,-10.7722,44.03,0.2177
25-Feb-1948,0,1.096,10.1222,-10.3667,44.03,0.2096
26-Feb-1948,0,1.126,9.2167,-8.0556,44.03,0.2445
27-Feb-1948,6.44,1.156,2.9833,-8.6167,44.03,0.2445
28-Feb-1948,1.18,1.187,0.9889,-6.2111,44.03,0.2338
29-Feb-1948,1.82,1.218,2.9556,-14.7111,44.03,0.2042
01-Mar-1948,0.19,1.25,3.5222,-12.4778,45.07,0.2177
02-Mar-1948,0,1.282,0.3389,-5.2944,45.07,0.2391
03-Mar-1948,0,1.315,0.8778,-12.3444,45.07,0.2042
04-Mar-1948,0,1.348,4.6833,-13.5722,45.07,0.1908
05-Mar-1948,0,1.382,4.4611,-11.9167,45.07,0.2096
06-Mar-1948,0,1.416,4.2889,-10.0056,45.07,0.2177
07-Mar-1948,0.89,1.451,4.1111,-9.7667,45.07,0.2096
08-Mar-1948,3.8,1.486,1.9444,-8.3,45.07,0.215
09-Mar-1948,0.76,1.521,1.7278,-7.3333,45.07,0.2096
10-Mar-1948,0,1.557,2.9667,-9.4222,45.07,0.215
11-Mar-1948,3.02,1.593,8.4278,-11.0667,45.07,0.1962
12-Mar-1948,9.52,1.629,6.0111,-9.9333,45.07,0.2177
13-Mar-1948,8.06,1.666,2.8389,-3.3056,45.07,0.215
14-Mar-1948,7.61,1.704,0.4222,-4.6111,45.07,0.2096
15-Mar-1948,11.61,1.741,2.0944,-11.2167,45.07,0.1962
16-Mar-1948,18.68,1.779,1.0667,-6.2556,45.07,0.2177
