datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.73,0.79,21.0778,5.4222,40.74,0.6473
02-Jan-1948,0,0.792,12.0167,-0.5,40.74,0.6501
03-Jan-1948,0,0.796,16.2111,-2.2,40.74,0.7569
04-Jan-1948,0.13,0.8,19.4,1.2278,40.74,0.7711
05-Jan-1948,0.03,0.804,19.3167,-1.1556,40.74,0.7216
06-Jan-1948,0.29,0.809,19.8056,0.0444,40.74,0.6487
07-Jan-1948,0,0.815,19.2667,1.5778,40.74,0.6282
08-Jan-1948,0.49,0.822,21.7056,6.6056,40.74,0.6041
09-Jan-1948,7.42,0.829,23.4778,7.3056,40.74,0.5836
10-Jan-1948,1.49,0.837,20.0611,8.8111,40.74,0.5744
11-Jan-1948,2.87,0.845,17.4556,4.1222,40.74,0.585
12-Jan-1948,14.07,0.854,21.2389,9.2278,40.74,0.5673
13-Jan-1948,3.5,0.864,17.3167,4.2,40.74,1.0611
14-Jan-1948,3.71,0.874,8.7722,-4.65,40.74,3.1339
15-Jan-1948,0.39,0.884,11.0667,-5.6444,40.74,3.5159
16-Jan-1948,6.5,0.896,14.9278,-1.1833,40.74,2.0232
17-Jan-1948,3.69,0.908,12.0222,-4.4278,40.74,1.2521
18-Jan-1948,0.56,0.92,4.2111,-10.45,40.74,1.0894
19-Jan-1948,6.9,0.934,5.1778,-5.3778,40.74,1.0399
20-Jan-1948,5.39,0.947,8.95,-0.15,40.74,1.0753
21-Jan-1948,2.07,0.962,9.6611,2.3778,40.74,1.2168
22-Jan-1948,5.81,0.977,12.3333,0.05,40.74,1.4431
23-Jan-1948,11.69,0.992,11.8222,-4.3778,40.74,1.5492
24-Jan-1948,2.1,1.008,2.4222,-11.9389,40.74,2.3486
25-Jan-1948,0.16,1.025,3.3778,-6.9944,40.74,2.6953
26-Jan-1948,6.3,1.042,13.2833,-0.1722,40.74,2.2991
27-Jan-1948,22.54,1.06,14.1722,1.4944,40.74,2.1435
28-Jan-1948,8.38,1.078,3.7556,-4.5389,40.74,4.1242
29-Jan-1948,20.58,1.097,1.6833,-3.65,40.74,6.3951
30-Jan-1948,4.25,1.117,2,-1.6056,40.74,7.7816
31-Jan-1948,1.26,1.137,6.1389,-3.4556,40.74,8.772
01-Feb-1948,0,1.157,9.45,-4.3333,39.02,9.4087
02-Feb-1948,0.06,1.178,8.8111,0.3889,39.02,7.4279
03-Feb-1948,0,1.2,13.7778,-0.2389,39.02,4.5416
04-Feb-1948,0.48,1.222,20.8333,4.9111,39.02,2.4335
05-Feb-1948,0.19,1.244,24.3667,13.1222,39.02,1.7119
06-Feb-1948,0.22,1.267,22.6611,10.1833,39.02,1.4148
07-Feb-1948,2.46,1.291,22.6944,11.1722,39.02,1.2734
08-Feb-1948,21.78,1.315,21.9389,7.5444,39.02,1.2026
09-Feb-1948,3.53,1.339,11.8389,-0.8833,39.02,1.7685
10-Feb-1948,1.69,1.364,5.4889,-1.5889,39.02,3.5371
11-Feb-1948,3.8,1.39,13.0833,2.4222,39.02,4.3931
12-Feb-1948,9.33,1.416,23.4111,10.4667,39.02,3.4168
13-Feb-1948,13.15,1.442,23.2722,8.5833,39.02,2.9146
14-Feb-1948,0.18,1.469,14.9556,-0.7556,39.02,4.4001
15-Feb-1948,0.13,1.496,15.8333,0.5556,39.02,5.7725
16-Feb-1948,0,1.524,20.4278,6.9,39.02,5.9069
17-Feb-1948,0,1.552,23.5444,10.0389,39.02,3.8484
18-Feb-1948,0,1.58,23.9667,6.4222,39.02,2.3769
19-Feb-1948,0.13,1.609,24,9.5222,39.02,1.6554
20-Feb-1948,6.15,1.638,22.85,12.1889,39.02,1.3795
21-Feb-1948,19.29,1.668,17.0833,5.7056,39.02,1.3016
22-Feb-1948,0.63,1.698,8.6333,0.7722,39.02,2.6174
23-Feb-1948,3.37,1.728,10.6333,1.9222,39.02,4.0818
24-Feb-1948,6.45,1.759,14.9167,6.3444,39.02,3.5866
25-Feb-1948,0.12,1.79,19.8389,11.3389,39.02,2.7165
26-Feb-1948,0.67,1.821,24.1,14.5722,39.02,2.476
