datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0,0,5.6167,-16.1444,1,-99
02-Jan-1948,0.06,0,8.4667,-8.9889,1,-99
03-Jan-1948,0.37,0,6.5556,-5.1,1,-99
04-Jan-1948,0.03,0,8.0167,-10.7444,1,-99
05-Jan-1948,0.07,0,8.6889,-7.6556,1,-99
06-Jan-1948,0.05,0,9.6556,-9.5944,1,-99
07-Jan-1948,0.71,0,13.2056,-1.1889,1,-99
08-Jan-1948,0.54,0,8.55,-1.65,1,-99
09-Jan-1948,0,0,4.65,-7.1444,1,-99
10-Jan-1948,0.01,0,3.8722,-13.1167,1,-99
11-Jan-1948,0.37,0,3.4722,-8.0722,1,-99
12-Jan-1948,0.32,0,-1.5389,-13.8722,1,-99
13-Jan-1948,0.03,0,-4.2667,-14.3389,1,-99
14-Jan-1948,0.08,0,8.9278,-12.5889,1,-99
15-Jan-1948,0.1,0,3.3,-13.5889,1,-99
16-Jan-1948,0.72,0,-8.5056,-16.2111,1,-99
17-Jan-1948,1.7,0,-3.5611,-15.5778,1,-99
18-Jan-1948,0.61,0,-1.8056,-15.3722,1,-99
19-Jan-1948,0,0,1.9111,-16.6167,1,-99
20-Jan-1948,0.13,0,2.5056,-7.4444,1,-99
21-Jan-1948,2.48,0,4.8556,-6.8167,1,-99
22-Jan-1948,5.52,0,4.9389,-14.8278,1,-99
23-Jan-1948,1.3,0,-1.8556,-13.9611,1,-99
24-Jan-1948,0.06,0,-5.4944,-13.3167,1,-99
25-Jan-1948,0.04,0,-8.7778,-16.2222,1,-99
26-Jan-1948,0.03,0,-11.9556,-10.9778,1,-99
27-Jan-1948,0,0,-9,-8.1611,1,-99
28-Jan-1948,0,0,0.9889,-14.0444,1,-99
29-Jan-1948,0,0,3.6889,-12.9278,1,-99
30-Jan-1948,0,0,3.0778,-13.1333,1,-99
31-Jan-1948,0.04,0,0.0889,-11.7833,1,-99
01-Feb-1948,0.01,0,-3.6222,-14.5389,2.99,-99
02-Feb-1948,0,0,-8.45,-16.1667,2.99,-99
03-Feb-1948,0.02,0,-6.7944,-16.8222,2.99,-99
04-Feb-1948,0.01,0,-3.8778,-16.3111,2.99,-99
05-Feb-1948,0.18,0,-7.7611,-16.5,2.99,-99
06-Feb-1948,0.12,0,-8.4167,-16.5333,2.99,-99
07-Feb-1948,0.23,0,-8,-14.6722,2.99,-99
08-Feb-1948,0.33,0,-3.4667,-14.8278,2.99,-99
09-Feb-1948,1.52,0,-7.9278,-17.1889,2.99,-99
10-Feb-1948,0.71,0,-14.75,-13.1167,2.99,-99
11-Feb-1948,0.04,0,-9.5222,-10.0722,2.99,-99
12-Feb-1948,0.01,0,-1.8944,-13.1,2.99,-99
13-Feb-1948,0,0,3.3278,-14.5,2.99,-99
14-Feb-1948,0.01,0,3.9889,-10.1222,2.99,-99
15-Feb-1948,0,0,7.8,-9.45,2.99,-99
