datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,8.23,0.75,17.7778,10.5889,40.51,0.9686
02-Jan-1948,3.5,0.759,12.6444,-0.3333,40.51,1.3539
03-Jan-1948,0,0.763,11.2667,-3.6167,40.51,1.2175
04-Jan-1948,0,0.768,12.3278,-1.3111,40.51,1.1265
05-Jan-1948,0,0.774,10.7556,-1.3944,40.51,1.1265
06-Jan-1948,0,0.779,13.8389,-2.1778,40.51,1.0114
07-Jan-1948,0,0.786,13.8167,-3.8833,40.51,0.9445
08-Jan-1948,0.03,0.793,16.3889,-2.9222,40.51,0.9205
09-Jan-1948,0.02,0.8,18.2167,3.3722,40.51,0.8776
10-Jan-1948,0.01,0.809,14.2,0.2278,40.51,0.8776
11-Jan-1948,0.42,0.817,10.4722,-4.6333,40.51,0.8536
12-Jan-1948,13.58,0.826,12.2556,0.7444,40.51,0.8322
13-Jan-1948,10.2,0.836,11.1111,1.5667,40.51,0.9205
14-Jan-1948,0.12,0.846,3.1667,-7.7222,40.51,1.263
15-Jan-1948,0,0.857,4.2389,-12.5,40.51,1.2175
16-Jan-1948,0.03,0.868,8.7389,-7.5222,40.51,1.1265
17-Jan-1948,0.86,0.88,6.1333,-4.3667,40.51,1.0355
18-Jan-1948,1.4,0.893,5.5667,-7.1778,40.51,0.9686
19-Jan-1948,0.65,0.905,6.1778,-7.15,40.51,0.9445
20-Jan-1948,3.76,0.919,5.3556,-2.2,40.51,0.9205
21-Jan-1948,2.61,0.933,9.0667,0.6778,40.51,0.9445
22-Jan-1948,0.59,0.947,10.2722,0.4944,40.51,0.9686
23-Jan-1948,6.6,0.962,8.2,-0.8889,40.51,0.9445
24-Jan-1948,7.51,0.977,4.0611,-4.8944,40.51,0.99
25-Jan-1948,0.03,0.993,5.7556,-8.7333,40.51,1.1024
26-Jan-1948,0.4,1.009,7.9889,-6.0444,40.51,1.0355
27-Jan-1948,7.14,1.026,6.9167,0.5778,40.51,0.9686
28-Jan-1948,4.83,1.043,4.1056,-1.9778,40.51,0.99
29-Jan-1948,7.36,1.061,4.8833,-1.4167,40.51,1.081
30-Jan-1948,16.18,1.079,5.0611,0.8444,40.51,1.4128
31-Jan-1948,5.99,1.098,4.0222,-1.4944,40.51,2.4563
01-Feb-1948,0.19,1.117,7.3278,-3.85,42.97,2.6089
02-Feb-1948,0,1.137,10.1556,-4.4278,42.97,2.0175
03-Feb-1948,0.32,1.157,13.6778,-3.8556,42.97,1.6804
04-Feb-1948,3.11,1.177,14.5056,-0.4,42.97,1.4449
05-Feb-1948,4.89,1.198,13.1778,6.9056,42.97,1.3539
06-Feb-1948,6.69,1.22,14.5444,6.55,42.97,1.2175
07-Feb-1948,35.19,1.241,12.1833,6.1833,42.97,1.3539
08-Feb-1948,28.28,1.263,10.6611,5.3556,42.97,3.639
09-Feb-1948,12.02,1.286,7.1778,0.4278,42.97,7.064
10-Feb-1948,5.84,1.309,3.2667,-2.2833,42.97,8.3751
11-Feb-1948,18.81,1.332,4.1056,-1.3611,42.97,7.7062
