datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,3.34,1.29,25.9167,15.1389,38.52,1.6142
02-Jan-1948,0.15,1.305,24.1389,13.0111,38.52,1.6246
03-Jan-1948,0,1.316,20.25,7.1611,38.52,1.5692
04-Jan-1948,0,1.327,19.3444,6.7944,38.52,1.6073
05-Jan-1948,0,1.339,18.7833,5.1056,38.52,1.5554
06-Jan-1948,0,1.352,18.6611,3.0056,38.52,1.5242
07-Jan-1948,0,1.365,20.5667,3.8611,38.52,1.4999
08-Jan-1948,0,1.379,21.5056,3.9333,38.52,1.4826
09-Jan-1948,0,1.393,23.5333,6.8833,38.52,1.4653
10-Jan-1948,0,1.408,23.3056,7.5333,38.52,1.448
11-Jan-1948,0.36,1.424,22.8556,10.1278,38.52,1.3648
12-Jan-1948,0.65,1.44,23.0667,11.4,38.52,1.3302
13-Jan-1948,18.37,1.456,19.4667,13.7111,38.52,1.3648
14-Jan-1948,0.04,1.474,15.9667,2.4167,38.52,1.2817
15-Jan-1948,0.01,1.491,10.2611,-3.1833,38.52,1.2297
16-Jan-1948,0.92,1.509,15.9833,0.6167,38.52,1.1986
17-Jan-1948,18.18,1.528,19.6222,8.7778,38.52,1.1778
18-Jan-1948,1.44,1.547,18.7611,9.4611,38.52,1.1743
19-Jan-1948,3.02,1.567,18.6833,6.7944,38.52,1.1743
20-Jan-1948,13.99,1.587,20.4778,11.1278,38.52,1.1778
21-Jan-1948,13.46,1.608,21.9389,14.8333,38.52,1.2055
22-Jan-1948,0.43,1.629,21.1778,8.3667,38.52,1.2609
23-Jan-1948,13.55,1.651,20.8278,9.5056,38.52,1.3302
24-Jan-1948,37.67,1.673,21.2,12.7389,38.52,1.4099
25-Jan-1948,0.21,1.696,19.5667,9.6111,38.52,1.396
26-Jan-1948,0.06,1.719,21.4833,10.3889,38.52,1.344
27-Jan-1948,0.01,1.742,24.6389,12.5667,38.52,1.448
28-Jan-1948,0.23,1.766,23.9944,14.3444,38.52,1.4722
29-Jan-1948,0.16,1.791,23.0278,12.3833,38.52,1.5242
30-Jan-1948,0.26,1.816,24.5,13.0056,38.52,1.5796
31-Jan-1948,4.24,1.841,22.5444,12.0611,38.52,1.6316
01-Feb-1948,0,1.867,17.1389,4.7056,40.7,1.6835
02-Feb-1948,0,1.893,18.0111,3.2111,40.7,1.739
03-Feb-1948,1.56,1.92,20.2889,8.8056,40.7,1.7909
04-Feb-1948,0,1.947,21.35,7.3278,40.7,1.8429
05-Feb-1948,0,1.974,26.2167,11.6278,40.7,1.8948
