datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,6.19,0,4.0333,-2.9611,11.15,0.0463
02-Jan-1948,5.09,0,5.3222,-2.5778,11.15,0.0434
03-Jan-1948,6.65,0,4.3944,-5.6167,11.15,0.0516
04-Jan-1948,2.77,0,4.3833,-2.35,11.15,0.0692
05-Jan-1948,5.38,0,7.3556,-4.4889,11.15,0.0629
06-Jan-1948,7.99,0,8.9167,2.3889,11.15,0.0731
07-Jan-1948,3.13,0,7.9833,1.1444,11.15,0.6323
08-Jan-1948,0,0,5.4444,-5.4444,11.15,1.042
09-Jan-1948,1.42,0,4.7889,-8.8667,11.15,0.5263
10-Jan-1948,0.12,0,4.3389,-7.7833,11.15,0.284
11-Jan-1948,0,0,3.7278,-5.2056,11.15,0.2211
12-Jan-1948,0,0,3.7778,-9.05,11.15,0.1865
13-Jan-1948,0,0,4.2667,-9.55,11.15,0.1695
14-Jan-1948,0,0,5.85,-10.8056,11.15,0.1286
15-Jan-1948,0,0,4.7333,-8.15,11.15,0.1144
16-Jan-1948,0,0,3.7944,-7.7167,11.15,0.0883
17-Jan-1948,0,0,5.8889,-9.0778,11.15,0.0706
18-Jan-1948,0,0,4.4722,-8.0111,11.15,0.0636
19-Jan-1948,0,0,8.5056,-10.1278,11.15,0.0565
20-Jan-1948,0,0,9.5167,-8.0222,11.15,0.0495
21-Jan-1948,0,0,12.7,-3.9722,11.15,0.053
22-Jan-1948,0,0,10.6833,-2.7556,11.15,0.0565
23-Jan-1948,0,0,10.5944,-2.2444,11.15,0.06
24-Jan-1948,0,0,5.9778,-6.8222,11.15,0.0547
25-Jan-1948,0,0,0.5611,-7.4944,11.15,0.0495
26-Jan-1948,0,0,0.5778,-13.3111,11.15,0.0424
27-Jan-1948,0,0,3.2,-15.6556,11.15,0.0389
28-Jan-1948,0,0,4.7778,-13.8278,11.15,0.0406
29-Jan-1948,0,0,3.9111,-12.6389,11.15,0.0406
30-Jan-1948,0,0,3.8944,-9.6778,11.15,0.0424
31-Jan-1948,3.77,0,0.15,-13.0556,11.15,0.0442
01-Feb-1948,2.72,0,-1.3,-8.1222,11.71,0.0424
02-Feb-1948,0.37,0,-2.0611,-12.7056,11.71,0.0424
03-Feb-1948,0,0,-0.2111,-15.3222,11.71,0.0389
04-Feb-1948,3.84,0,-1.3889,-11.1389,11.71,0.0346
05-Feb-1948,0.85,0,-3.8222,-12.9333,11.71,0.0339
06-Feb-1948,0,0,-1.9556,-14.4944,11.71,0.0332
07-Feb-1948,1.85,0,1.65,-16.4778,11.71,0.0332
08-Feb-1948,0.37,0,3.9333,-5.3111,11.71,0.0389
09-Feb-1948,0,0,0.9889,-6.9111,11.71,0.0406
10-Feb-1948,0,0,-1.75,-10.5833,11.71,0.0442
11-Feb-1948,0,0,0.5667,-16.1444,11.71,0.0424
12-Feb-1948,0,0,5.1833,-16.5278,11.71,0.0459
13-Feb-1948,0,0,6.4556,-8.6167,11.71,0.053
14-Feb-1948,4.37,0.016,7.0722,-3.3444,11.71,0.06
15-Feb-1948,2.32,0.046,7.5556,-1.3167,11.71,0.0706
16-Feb-1948,0,0.076,10.6167,-3.1889,11.71,0.0883
17-Feb-1948,0,0.108,10.9444,-0.4833,11.71,0.1166
18-Feb-1948,0,0.14,7.2611,-0.8278,11.71,0.1519
19-Feb-1948,0,0.173,4.8222,-5.6833,11.71,0.1766
20-Feb-1948,4.63,0.207,5.7444,-6.5556,11.71,0.1671
21-Feb-1948,6.25,0.241,7.2889,-0.6111,11.71,0.1353
22-Feb-1948,0.73,0.276,5.5944,-2.8389,11.71,0.4274
