datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0,0.65,16.8,4.0722,37.63,0.4009
02-Jan-1948,0,0.655,6.4111,-1.4833,37.63,0.7005
03-Jan-1948,0,0.659,11.1667,-5.1222,37.63,0.6251
04-Jan-1948,0,0.663,12.1444,-0.8833,37.63,0.6251
05-Jan-1948,0,0.669,10.6056,-1.9944,37.63,0.485
06-Jan-1948,0,0.674,13.2,-2.5278,37.63,0.4634
07-Jan-1948,0,0.681,13.8389,-6.8944,37.63,0.4009
08-Jan-1948,0.12,0.688,17.4333,-2.8722,37.63,0.36
09-Jan-1948,0.18,0.695,16.3278,6.3111,37.63,0.36
10-Jan-1948,0.08,0.703,11.4667,-1.1278,37.63,0.3406
11-Jan-1948,2.06,0.712,10.7611,-4.0444,37.63,0.3007
12-Jan-1948,17,0.721,13.5,3.9389,37.63,0.3007
13-Jan-1948,12.22,0.731,8.2778,-2.1333,37.63,1.886
14-Jan-1948,0.08,0.741,0.9389,-7.9222,37.63,3.5997
15-Jan-1948,0.08,0.752,7.3444,-11.1889,37.63,2.1339
16-Jan-1948,0.28,0.763,9.5167,-4.7722,37.63,1.4334
17-Jan-1948,0.38,0.775,1.6889,-7.7278,37.63,1.1424
18-Jan-1948,0.95,0.788,2.7278,-12.4833,37.63,0.9161
19-Jan-1948,0,0.801,7.5389,-10.1278,37.63,0.8083
20-Jan-1948,4.77,0.815,7.9167,0.1,37.63,0.7005
21-Jan-1948,1.96,0.829,8.45,2.3722,37.63,0.6466
22-Jan-1948,0.49,0.844,9.3056,-0.2778,37.63,0.7544
23-Jan-1948,7.96,0.859,5.0111,-6.7722,37.63,0.6898
24-Jan-1948,7.01,0.875,-1.65,-9.3389,37.63,0.6251
25-Jan-1948,0,0.891,2.6444,-10.3556,37.63,0.5604
26-Jan-1948,4.19,0.908,4.4667,-8.1389,37.63,0.5173
27-Jan-1948,5.71,0.926,2.0167,-3.4389,37.63,0.6251
28-Jan-1948,1.68,0.944,-0.4,-7.5944,37.63,1.7244
29-Jan-1948,7.43,0.962,2.75,-3.4611,37.63,1.9399
30-Jan-1948,11.35,0.981,2.8722,0.05,37.63,2.9099
31-Jan-1948,3.75,1,2.5889,-1.1,37.63,6.0461
01-Feb-1948,0,1.02,5.0111,-5.4889,37.36,5.0869
02-Feb-1948,0,1.041,8.6667,-5.8056,37.36,3.6751
03-Feb-1948,1.03,1.062,13.5333,-4.3889,37.36,2.7806
04-Feb-1948,7.13,1.083,12.4056,1.8444,37.36,2.6512
05-Feb-1948,6.26,1.105,13.3556,6.9778,37.36,2.5866
06-Feb-1948,11.69,1.127,13.8611,4.1611,37.36,2.5219
07-Feb-1948,28.61,1.15,11.4722,6.6056,37.36,4.6343
08-Feb-1948,35.64,1.173,9.0444,1.4111,37.36,15.735
09-Feb-1948,18.8,1.196,3.5778,-1.0722,37.36,20.046
10-Feb-1948,5.12,1.22,4.7389,-3.2278,37.36,19.2916
11-Feb-1948,36.1,1.245,7.1444,0.6889,37.36,12.5018
12-Feb-1948,28.12,1.27,14.85,4.5667,37.36,9.6458
13-Feb-1948,20.74,1.295,20.8889,8.4056,37.36,13.1484
14-Feb-1948,16.36,1.321,11.7611,-0.5833,37.36,20.1538
15-Feb-1948,0,1.347,16.7444,-2.6778,37.36,21.4471
16-Feb-1948,0,1.373,18.1278,6.3722,37.36,11.3163
17-Feb-1948,0,1.4,22.1056,5.3722,37.36,5.3995
18-Feb-1948,0,1.427,23.7222,2.6833,37.36,3.9769
19-Feb-1948,1.41,1.455,22.2556,10.2667,37.36,3.3194
20-Feb-1948,4.67,1.483,14.1611,4.5444,37.36,2.8452
21-Feb-1948,4.71,1.511,8.9333,2.3389,37.36,2.3279
22-Feb-1948,1.39,1.54,5.2,-0.1556,37.36,2.2633
23-Feb-1948,0.43,1.569,7.3333,2.5444,37.36,2.0046
24-Feb-1948,0.99,1.598,11.7167,3.6722,37.36,1.8106
25-Feb-1948,3.98,1.627,16.4611,6.7944,37.36,1.6166
26-Feb-1948,1.45,1.657,22.2556,10.4722,37.36,1.4873
27-Feb-1948,0.27,1.687,24.1444,11.4222,37.36,1.4334
28-Feb-1948,0,1.718,25.0611,13.7278,37.36,1.3148
29-Feb-1948,0,1.749,21.0778,6.7444,37.36,1.1424
01-Mar-1948,20.39,1.78,19.6333,8.0778,44.57,0.8622
02-Mar-1948,8,1.811,17.6778,10.4833,44.57,2.5219
03-Mar-1948,6.25,1.842,15.6222,10.1778,44.57,5.4857
04-Mar-1948,2.1,1.874,12.0389,3.3833,44.57,4.5373
05-Mar-1948,17.11,1.906,11.0389,2.7,44.57,3.4596
06-Mar-1948,11.24,1.938,9.0944,1.5278,44.57,3.4596
07-Mar-1948,7.15,1.971,16.35,3.7111,44.57,6.1324
08-Mar-1948,0.02,2.003,17.4056,1.1389,44.57,5.6474
09-Mar-1948,0.13,2.036,15.4722,9.2111,44.57,4.1385
10-Mar-1948,0.05,2.069,21.7056,7.1722,44.57,3.1793
11-Mar-1948,0,2.103,14.5056,3.9389,44.57,2.6512
12-Mar-1948,0,2.136,8.7667,-1.3222,44.57,2.1339
13-Mar-1948,0,2.169,15.8889,-3.5389,44.57,1.7459
14-Mar-1948,0,2.203,20.4556,-0.1833,44.57,1.4873
15-Mar-1948,8.32,2.237,22.3722,10.8056,44.57,1.4334
16-Mar-1948,19.11,2.271,22.0611,12.2278,44.57,1.3148
17-Mar-1948,2.46,2.305,21.0444,8.7944,44.57,1.3148
18-Mar-1948,0.7,2.339,23.4444,9.9167,44.57,1.6813
19-Mar-1948,0.3,2.373,28.4167,17.0778,44.57,1.2502
20-Mar-1948,0.02,2.407,29.1667,20.1222,44.57,1.1424
21-Mar-1948,6.08,2.442,28.3,16.85,44.57,1.0239
22-Mar-1948,24.39,2.476,23.6722,16.0111,44.57,0.929
23-Mar-1948,5.45,2.511,19.7222,10.0111,44.57,5.9707
24-Mar-1948,0,2.545,23.0278,5.7944,44.57,7.8567
25-Mar-1948,0,2.58,26.2667,6.8833,44.57,4.4511
26-Mar-1948,10.3,2.614,26.2278,15.7333,44.57,3.1793
27-Mar-1948,11.04,2.649,19.1611,8.0278,44.57,4.6882
28-Mar-1948,0,2.684,12.2111,2.2722,44.57,4.6882
29-Mar-1948,0,2.718,19.3,-2.0944,44.57,3.2548
30-Mar-1948,20.91,2.753,20.2556,5.1444,44.57,2.5219
31-Mar-1948,7.7,2.787,22.9278,11.9333,44.57,2.4573
01-Apr-1948,3.32,2.822,20.9778,10.4056,65.96,4.3002
02-Apr-1948,7.77,2.856,18.6222,5.0278,65.96,8.3848
03-Apr-1948,0,2.891,21.6056,2.6111,65.96,6.9083
04-Apr-1948,0.94,2.925,23.0833,5.7278,65.96,4.8498
05-Apr-1948,25.71,2.959,21.5167,14.4333,65.96,3.4596
06-Apr-1948,9.21,2.994,26.0278,16.0833,65.96,6.9945
07-Apr-1948,3.64,3.028,28.9722,16.4167,65.96,9.1824
08-Apr-1948,3.82,3.062,24.8278,17.9056,65.96,7.0808
09-Apr-1948,10.14,3.095,21.1222,9.2222,65.96,4.6127
10-Apr-1948,1.45,3.129,20.35,6.7111,65.96,4.3756
11-Apr-1948,2.18,3.163,28.5111,12.0444,65.96,3.9014
12-Apr-1948,1.62,3.196,28.5667,20.0056,65.96,2.9099
13-Apr-1948,23.24,3.229,25.2778,17.0167,65.96,2.7806
14-Apr-1948,10.31,3.263,18.3722,10.05,65.96,9.5488
15-Apr-1948,0,3.296,22.8556,7.45,65.96,9.7428
16-Apr-1948,0,3.328,26.0389,6.4278,65.96,5.324
17-Apr-1948,0,3.361,25.8278,9.4389,65.96,3.535
18-Apr-1948,0,3.393,25.6833,7.8667,65.96,2.7806
19-Apr-1948,0,3.425,27.1889,10.6722,65.96,2.1339
20-Apr-1948,0.67,3.457,27.9278,9.7056,65.96,1.7459
21-Apr-1948,0.03,3.489,28.2444,12,65.96,1.4873
22-Apr-1948,0.92,3.52,27.9556,11.7778,65.96,1.2502
23-Apr-1948,0.05,3.551,26.4278,15.5778,65.96,1.0777
24-Apr-1948,0.04,3.582,28.7389,14.7,65.96,0.9161
25-Apr-1948,1.09,3.613,29.3667,13.6278,65.96,0.7544
26-Apr-1948,2.42,3.643,29.0333,13.5278,65.96,0.7544
27-Apr-1948,2.05,3.673,29.1944,15.5444,65.96,0.7005
28-Apr-1948,0,3.703,24.5222,15.2778,65.96,0.6003
29-Apr-1948,0,3.733,24.7056,9.0278,65.96,0.5302
30-Apr-1948,0,3.762,26.4,5.5222,65.96,0.485
01-May-1948,0.33,3.791,29.0667,10.7,81.42,0.4009
02-May-1948,4.21,3.819,29.95,16.5278,81.42,0.3804
03-May-1948,7.13,3.847,25.7111,17.6778,81.42,0.3804
04-May-1948,3.86,3.875,25.9111,15.3167,81.42,0.3804
05-May-1948,3.28,3.903,25.0833,10.2389,81.42,0.4009
06-May-1948,7.8,3.93,22.4889,12.2889,81.42,0.4419
07-May-1948,0.61,3.956,22.0389,9.2667,81.42,0.4419
08-May-1948,0,3.983,26.4389,5.9444,81.42,0.4009
09-May-1948,0,4.009,29.3278,9.8111,81.42,0.36
10-May-1948,0,4.034,30.75,14.0833,81.42,0.3212
11-May-1948,4.03,4.059,30.6944,17.0167,81.42,0.3007
12-May-1948,1.45,4.084,29.1222,16.4056,81.42,0.2813
13-May-1948,2.52,4.108,24.8444,16.1833,81.42,0.2587
14-May-1948,0,4.132,24.4833,9.8944,81.42,0.2102
15-May-1948,0,4.155,28.9333,7.7222,81.42,0.2102
16-May-1948,0.88,4.178,30.2167,10.8278,81.42,0.1854
17-May-1948,0.42,4.201,28.9833,14.7833,81.42,0.1477
18-May-1948,0,4.223,27.2722,9.9556,81.42,0.1595
19-May-1948,0,4.245,28.3778,9.8889,81.42,0.1423
20-May-1948,0,4.266,29.7944,9.45,81.42,0.153
21-May-1948,0,4.287,30.9722,10.7833,81.42,0.1326
22-May-1948,0,4.307,31.2722,14.1444,81.42,0.125
23-May-1948,0,4.326,31.3611,8.9333,81.42,0.125
24-May-1948,0,4.346,30.6611,11.85,81.42,0.1186
25-May-1948,0,4.364,30.3222,15.0722,81.42,0.1078
26-May-1948,1.28,4.383,29.9111,14.6,81.42,0.1035
27-May-1948,8.1,4.4,28.2889,15.65,81.42,0.111
28-May-1948,16.51,4.418,23.9778,17.7944,81.42,0.1724
29-May-1948,7.66,4.434,26.3611,17.6944,81.42,0.2813
30-May-1948,2.05,4.45,28.7,16.4944,81.42,0.2619
