datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,7.95,0.33,15.5333,5.9389,38.15,0.826
02-Jan-1948,0.83,0.342,13.1278,-2.7,38.15,0.978
03-Jan-1948,0.07,0.346,6.3778,-4.2833,38.15,1.4696
04-Jan-1948,1.36,0.35,6.0889,-3.7778,38.15,1.1757
05-Jan-1948,0.02,0.355,4.3167,-3.5167,38.15,1.0692
06-Jan-1948,0,0.36,8.1778,-5.2389,38.15,0.9882
07-Jan-1948,0,0.366,9.3056,-5.4611,38.15,0.9223
08-Jan-1948,0,0.372,13.3778,-6.1333,38.15,0.8817
09-Jan-1948,0,0.379,15.9944,2.15,38.15,0.8919
10-Jan-1948,0,0.387,10.7222,-3.3667,38.15,0.8716
11-Jan-1948,0.82,0.394,6.0778,-9.9889,38.15,0.8412
12-Jan-1948,10.02,0.403,7.9556,-3.7833,38.15,0.8159
13-Jan-1948,15.3,0.412,7.4444,-2.7389,38.15,1.2061
14-Jan-1948,0.28,0.421,-0.2,-11.2222,38.15,1.5405
15-Jan-1948,0,0.431,-0.3222,-15.3611,38.15,1.348
16-Jan-1948,0,0.441,7.45,-10.4,38.15,1.1148
17-Jan-1948,1.01,0.452,4.3778,-6.6556,38.15,1.0743
18-Jan-1948,0.22,0.463,1.2722,-8.8778,38.15,1.0236
19-Jan-1948,0.04,0.475,2.6056,-10.9833,38.15,0.9121
20-Jan-1948,5.09,0.487,2.85,-6.1778,38.15,0.9121
21-Jan-1948,0.66,0.5,6.7611,-1.9944,38.15,0.9324
22-Jan-1948,1.45,0.513,7.6389,-2.3667,38.15,0.9476
23-Jan-1948,3.78,0.527,5.7,-6.5222,38.15,0.9375
24-Jan-1948,5.2,0.541,-2.1333,-9.9111,38.15,0.8919
25-Jan-1948,0.56,0.556,1.1333,-12.1833,38.15,0.8311
26-Jan-1948,2.27,0.571,4.2278,-11.2611,38.15,0.8969
27-Jan-1948,9.16,0.587,2.35,-4.7056,38.15,0.9121
28-Jan-1948,0.53,0.603,0.6778,-7.4667,38.15,0.9375
29-Jan-1948,1.09,0.619,2.9111,-4.2111,38.15,1.0946
30-Jan-1948,20.58,0.636,1.95,-2.8556,38.15,1.0844
31-Jan-1948,7.87,0.653,-0.2278,-5.3944,38.15,1.799
01-Feb-1948,1.83,0.671,3.8667,-6.9833,41.23,1.9459
02-Feb-1948,0,0.689,5.0833,-6.4833,41.23,1.6165
03-Feb-1948,0.3,0.708,7.4556,-6.6444,41.23,1.4493
04-Feb-1948,1.61,0.727,8.2722,-2.0778,41.23,1.4088
05-Feb-1948,11.27,0.746,6.9611,1.7389,41.23,1.5963
06-Feb-1948,9.58,0.766,8.4222,1.5389,41.23,3.0608
07-Feb-1948,4.77,0.786,6.0556,1.6167,41.23,3.3344
08-Feb-1948,2.87,0.807,6.6889,1.1778,41.23,2.6908
09-Feb-1948,18.61,0.828,3.5944,-4.5056,41.23,2.3209
10-Feb-1948,3.98,0.849,2.2444,-6.5,41.23,2.1233
11-Feb-1948,10.71,0.871,3.5333,-4.8667,41.23,1.9662
12-Feb-1948,27.77,0.893,8.4167,0.3722,41.23,5.0675
13-Feb-1948,13.54,0.915,12.2833,3.5556,41.23,8.8681
14-Feb-1948,4.7,0.938,13.8278,-0.1056,41.23,7.3985
15-Feb-1948,0,0.961,10.9556,-4.1278,41.23,6.081
16-Feb-1948,0,0.985,10.2889,-0.7889,41.23,4.733
17-Feb-1948,0,1.009,17.8278,2.1056,41.23,3.4003
18-Feb-1948,0,1.033,20.45,0.5444,41.23,2.625
19-Feb-1948,2.36,1.057,20.3389,4.7611,41.23,2.2601
20-Feb-1948,2.57,1.082,15.4167,4.1444,41.23,2.0777
21-Feb-1948,2.82,1.107,9.7722,-1.1556,41.23,1.9307
22-Feb-1948,7.28,1.132,4.6278,-1.7167,41.23,1.8192
23-Feb-1948,0.12,1.158,5.2056,-1.3056,41.23,1.7533
24-Feb-1948,0.91,1.184,8.7056,-2.0833,41.23,1.6571
25-Feb-1948,2.41,1.21,15.3167,2.8222,41.23,1.5608
26-Feb-1948,1.55,1.237,16.7722,7.9722,41.23,1.6165
27-Feb-1948,0.9,1.263,17.2889,9.55,41.23,1.7635
28-Feb-1948,0.16,1.29,22.6222,11.8278,41.23,1.7229
29-Feb-1948,0.09,1.318,19.9333,6.9222,41.23,1.5963
01-Mar-1948,2.98,1.345,14.8056,2.7722,45.57,1.4696
02-Mar-1948,9.11,1.373,13.3056,3.8111,45.57,1.3986
03-Mar-1948,2.03,1.401,13.3389,4.7167,45.57,1.5963
04-Mar-1948,0.49,1.429,12.0556,2.7389,45.57,1.6672
05-Mar-1948,2.3,1.457,9.7278,-1.9611,45.57,1.5
06-Mar-1948,23.51,1.486,4.0667,-3.2056,45.57,1.3784
07-Mar-1948,2.72,1.514,12.9778,-0.3389,45.57,1.6773
08-Mar-1948,0.31,1.543,14.8833,1.9389,45.57,3.2939
09-Mar-1948,0.69,1.572,12.3111,3.05,45.57,3.2685
10-Mar-1948,0.09,1.601,16.7556,1.2556,45.57,2.5844
11-Mar-1948,0.08,1.631,18.6722,3.3111,45.57,2.0777
12-Mar-1948,0,1.66,9.8111,-0.8556,45.57,1.8344
13-Mar-1948,0,1.69,9.9111,-6.1722,45.57,1.6571
14-Mar-1948,0.08,1.72,14.5889,-3.4056,45.57,1.5405
15-Mar-1948,2.98,1.749,17.4611,4.0778,45.57,1.4696
16-Mar-1948,13.37,1.779,16.6056,9.3278,45.57,1.4797
17-Mar-1948,2.07,1.809,18.2444,6.2,45.57,1.8446
18-Mar-1948,1.36,1.84,18.0556,3.9667,45.57,1.8547
19-Mar-1948,4.34,1.87,19.6167,10.4167,45.57,1.6672
20-Mar-1948,0.42,1.9,26.2333,13.1,45.57,1.6165
21-Mar-1948,1.04,1.93,26.0444,12.0111,45.57,1.6925
22-Mar-1948,10.94,1.961,25.2667,12.1889,45.57,1.5405
23-Mar-1948,21.54,1.991,21.4778,8.7667,45.57,2.2348
24-Mar-1948,0.24,2.022,20.6222,5.9056,45.57,3.1114
25-Mar-1948,0.75,2.052,20.8833,4.9,45.57,2.5591
26-Mar-1948,14.01,2.083,19.1,9.9889,45.57,2.0878
27-Mar-1948,17.92,2.113,20.8889,10.2111,45.57,2.8935
28-Mar-1948,0,2.144,12.7167,-0.6556,45.57,5.3209
29-Mar-1948,0.2,2.174,13.6778,-4.8278,45.57,4.0641
30-Mar-1948,5.68,2.205,16.6333,-0.5333,45.57,2.929
31-Mar-1948,20.16,2.235,16.3556,7.4944,45.57,2.4932
01-Apr-1948,9.53,2.266,18.0444,8.2611,59.13,3.4814
02-Apr-1948,0.56,2.296,15.5833,5.4222,59.13,3.7955
03-Apr-1948,0,2.326,17.2389,0.8611,59.13,3.2432
04-Apr-1948,0.05,2.357,18.4056,1.0556,59.13,2.6655
05-Apr-1948,2.24,2.387,17.9,6.7444,59.13,2.3209
06-Apr-1948,4.31,2.417,19.4222,10.1778,59.13,2.174
07-Apr-1948,15.46,2.447,20.45,11.5833,59.13,2.1486
08-Apr-1948,5.59,2.477,21.95,13.25,59.13,3.7955
09-Apr-1948,0.57,2.507,18.8778,7.7444,59.13,3.5219
10-Apr-1948,1.32,2.537,17.7389,1.3611,59.13,2.7162
11-Apr-1948,0.5,2.566,19.6389,6.5722,59.13,2.2956
12-Apr-1948,1.16,2.596,27.2889,13.9444,59.13,2.0878
13-Apr-1948,4,2.625,27.2,14.7167,59.13,1.9459
14-Apr-1948,5.6,2.654,22.9389,11.1444,59.13,1.8091
15-Apr-1948,0.33,2.683,20.4,6.2889,59.13,1.7787
16-Apr-1948,0,2.712,22.2556,7.5722,59.13,1.6925
17-Apr-1948,0,2.74,23.0889,7.5167,59.13,1.5811
18-Apr-1948,0,2.769,20,5.1444,59.13,1.4696
19-Apr-1948,0,2.797,22.6889,2.7667,59.13,1.3885
20-Apr-1948,0.67,2.825,25.4833,5.55,59.13,1.3581
21-Apr-1948,0.11,2.853,25.5333,8.3944,59.13,1.3277
22-Apr-1948,0,2.881,23.1722,8.4389,59.13,1.2973
23-Apr-1948,0.23,2.908,22.7611,9.6556,59.13,1.2517
24-Apr-1948,0.07,2.935,27.0667,8.7222,59.13,1.2111
25-Apr-1948,0,2.962,28.4778,9.9611,59.13,1.1858
26-Apr-1948,0,2.989,28.5667,9.35,59.13,1.1655
27-Apr-1948,0,3.015,28.4722,10.4944,59.13,1.1047
28-Apr-1948,0.18,3.041,23.2889,10.9833,59.13,1.0844
29-Apr-1948,0.06,3.067,16.9333,8.4167,59.13,1.0743
30-Apr-1948,0.28,3.093,19.7722,4.1722,59.13,1.0743
01-May-1948,0,3.118,26.2889,6.5333,87.44,1.0338
02-May-1948,1.07,3.143,26.7278,11.0056,87.44,0.9983
03-May-1948,2.2,3.168,25.65,12.4167,87.44,0.978
04-May-1948,13.7,3.192,19.6833,9.1444,87.44,0.9882
05-May-1948,2.08,3.216,21.9111,7.4111,87.44,1.1858
06-May-1948,7.31,3.24,18.3222,7.6778,87.44,1.0844
07-May-1948,1.33,3.263,16.3556,7.8222,87.44,1.049
08-May-1948,0.03,3.286,21.0833,3.4389,87.44,1.0591
09-May-1948,0,3.309,24.8556,5.4056,87.44,0.973
10-May-1948,0,3.331,27.5278,8.5722,87.44,0.9121
11-May-1948,1.62,3.353,27.7278,9.9111,87.44,0.8159
12-May-1948,3.72,3.375,24.3556,13.4722,87.44,0.8108
13-May-1948,3.98,3.396,25.1333,13.5222,87.44,0.8716
14-May-1948,0.16,3.417,20.7389,9.7833,87.44,0.9324
15-May-1948,0,3.438,23.1889,6.2333,87.44,0.8969
16-May-1948,0.2,3.458,26.9333,9.6556,87.44,0.826
17-May-1948,0.06,3.478,25.5444,10.1333,87.44,0.7855
18-May-1948,0,3.497,23.05,6.9778,87.44,0.7196
19-May-1948,0,3.516,23.6444,6.8889,87.44,0.7247
20-May-1948,0,3.534,24.8278,7.6889,87.44,0.7094
21-May-1948,0,3.552,28.7389,9.1889,87.44,0.6942
22-May-1948,0,3.57,26.7389,11.5722,87.44,0.6537
23-May-1948,2.49,3.587,26.4611,8.7722,87.44,0.6537
