datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,1.28,0.19,-2.1944,-9.5,1.25,0.1948
02-Jan-1948,1.33,0.195,-1.3389,-10.4278,1.25,0.1826
03-Jan-1948,0.02,0.194,0.5389,-10.7611,1.25,0.1785
04-Jan-1948,0.14,0.193,0.4889,-6.3389,1.25,0.1785
05-Jan-1948,0,0.193,3.0056,-8.6,1.25,0.1826
06-Jan-1948,0,0.194,1.4889,-9.7722,1.25,0.1866
07-Jan-1948,0,0.196,5.0111,-7.4556,1.25,0.1826
08-Jan-1948,0,0.199,5.9944,-5.0111,1.25,0.1785
09-Jan-1948,0,0.202,1.95,-3.9833,1.25,0.1704
10-Jan-1948,0.07,0.206,-2.3667,-7.3722,1.25,0.1664
11-Jan-1948,0.08,0.211,3.9833,-5.9278,1.25,0.1623
12-Jan-1948,0,0.216,1.9611,-7.9889,1.25,0.1582
13-Jan-1948,0.08,0.222,-7.7722,-15.7833,1.25,0.1542
14-Jan-1948,0.37,0.229,-8.7889,-14.1667,1.25,0.1542
15-Jan-1948,0.33,0.237,1.7056,-14.1444,1.25,0.1542
16-Jan-1948,0,0.245,-13.2778,-11.4889,1.25,0.1501
17-Jan-1948,0.05,0.255,-13.4222,-10.5722,1.25,0.1298
18-Jan-1948,0.49,0.264,-6.2167,-13.7278,1.25,0.1217
19-Jan-1948,0.18,0.275,-5.1667,-14.4222,1.25,0.1177
20-Jan-1948,0.07,0.286,2.2278,-13.1611,1.25,0.1136
21-Jan-1948,0.04,0.298,-3.5611,-15.15,1.25,0.1055
22-Jan-1948,0,0.311,-11.7,-14.1278,1.25,0.0933
23-Jan-1948,0,0.325,-11.3944,-11.0722,1.25,0.0811
24-Jan-1948,0,0.339,-7.9,-13.7889,1.25,0.069
25-Jan-1948,0,0.354,-6.1389,-15.0556,1.25,0.0649
26-Jan-1948,0,0.369,-10.2556,-15.7778,1.25,0.0609
27-Jan-1948,0,0.385,-14.0111,-11.6056,1.25,0.0609
28-Jan-1948,0,0.402,-6.8833,-11.8333,1.25,0.0609
29-Jan-1948,0,0.42,-0.8278,-15.1889,1.25,0.0609
30-Jan-1948,0,0.438,-4.0611,-12.9667,1.25,0.0609
31-Jan-1948,0,0.457,-2.8056,-13.9944,1.25,0.0609
01-Feb-1948,0,0.477,1.2444,-13.3111,1.17,0.0649
02-Feb-1948,1,0.497,-3.3222,-12.3111,1.17,0.0649
