datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.31,0.03,1.3778,-0.9778,1,0.2051
02-Jan-1948,0.53,0.033,0.6111,-4.7333,1,0.3741
03-Jan-1948,1.53,0.032,0.2111,-3.8333,1,0.7056
04-Jan-1948,0.1,0.031,0.2444,-3.2,1,0.5087
05-Jan-1948,1.77,0.031,1.3333,-4.8556,1,0.4759
06-Jan-1948,2.04,0.032,1.1444,-7.2056,1,0.3544
07-Jan-1948,0,0.033,5.6889,-8.4,1,0.3544
08-Jan-1948,0,0.036,7.9556,-1.9889,1,0.3282
09-Jan-1948,0,0.039,7.3611,0.0722,1,0.4759
10-Jan-1948,0.02,0.042,1.4889,-2.9889,1,0.8533
11-Jan-1948,0,0.047,2.1,-4.1722,1,0.7056
12-Jan-1948,0.03,0.052,5.2,-1.2944,1,0.5743
13-Jan-1948,0.01,0.058,-0.8389,-11.1944,1,0.5087
14-Jan-1948,0.07,0.064,-9.7167,-17.0889,1,0.4595
15-Jan-1948,0.02,0.071,3.8222,-13.3944,1,0.3938
16-Jan-1948,0,0.079,1.15,-16.1944,1,0.361
17-Jan-1948,0,0.088,-12.4444,-15.2,1,0.3282
18-Jan-1948,0.07,0.097,-6.9556,-16.5667,1,0.2954
19-Jan-1948,0.01,0.107,-2.4444,-9.9111,1,0.279
20-Jan-1948,0.13,0.118,5.2056,-12.2889,1,0.2626
21-Jan-1948,0,0.13,2.6111,-10.0833,1,0.2461
22-Jan-1948,0,0.142,-8.0278,-17.5889,1,0.2133
23-Jan-1948,0,0.155,-8.5278,-16.7056,1,0.1969
24-Jan-1948,0,0.168,-6.7833,-16.0056,1,0.1805
25-Jan-1948,0,0.183,-3.4611,-16.4722,1,0.1641
26-Jan-1948,0,0.197,-5.2333,-13.4,1,0.1362
27-Jan-1948,0,0.213,-9.4722,-17.3444,1,0.1313
28-Jan-1948,0,0.229,-5.95,-15.2389,1,0.1181
29-Jan-1948,0,0.246,0.05,-15.9778,1,0.1116
30-Jan-1948,0,0.264,-1.5944,-10.8111,1,0.1067
31-Jan-1948,0,0.282,-4.4167,-13.0389,1,0.1067
01-Feb-1948,0,0.301,0.1944,-13.9111,1.01,0.1001
02-Feb-1948,2.1,0.32,3.8,-9.1833,1.01,0.0968
03-Feb-1948,0.95,0.341,-2.1667,-11.6389,1.01,0.0968
04-Feb-1948,1.02,0.361,-2.7,-6.7833,1.01,0.0985
05-Feb-1948,0,0.383,-4.7611,-12.5889,1.01,0.0985
06-Feb-1948,0,0.405,-1.5944,-17.4778,1.01,0.0968
07-Feb-1948,0,0.427,-0.7778,-8.0222,1.01,0.0935
08-Feb-1948,0,0.451,-2.3556,-17.3111,1.01,0.0903
09-Feb-1948,0,0.475,-5.0389,-17.6278,1.01,0.0903
10-Feb-1948,1.13,0.499,-1.9333,-14.9222,1.01,0.087
11-Feb-1948,0.35,0.524,0.5278,-5.2333,1.01,0.0903
12-Feb-1948,9.23,0.55,-1.0667,-9.6333,1.01,0.0837
13-Feb-1948,3.61,0.576,-0.8222,-4.1333,1.01,0.0903
14-Feb-1948,1.26,0.603,-0.8167,-10.3278,1.01,0.0985
15-Feb-1948,0,0.63,4.1167,-14.6778,1.01,0.087
16-Feb-1948,0,0.658,8.7056,-0.1944,1.01,0.1149
17-Feb-1948,0,0.686,12.0056,-2.7056,1.01,0.3233
18-Feb-1948,0,0.715,14.5556,0.1111,1.01,1.3292
19-Feb-1948,0,0.744,12.8944,-3.3944,1.01,1.9199
20-Feb-1948,0,0.774,-2.35,-11.85,1.01,1.6738
21-Feb-1948,0,0.805,-3.5278,-9.15,1.01,0.7056
22-Feb-1948,0,0.836,0.2556,-10.9333,1.01,0.3938
23-Feb-1948,0,0.867,7.5833,-5.8889,1.01,0.1854
24-Feb-1948,0.39,0.899,6.9667,0.4167,1.01,0.2888
