datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,1.65,0.83,17.1556,6.0556,34.93,-99
02-Jan-1948,0.68,0.833,12.5111,1.6333,34.93,-99
03-Jan-1948,0,0.837,8.15,-1.8556,34.93,-99
04-Jan-1948,0.62,0.841,5.7611,-3.3889,34.93,-99
05-Jan-1948,0,0.845,7.5778,-1.0056,34.93,-99
06-Jan-1948,0,0.85,6.9833,-3.0278,34.93,-99
07-Jan-1948,0,0.855,8.4667,-2.5333,34.93,-99
08-Jan-1948,0,0.86,13.3222,-5.0222,34.93,-99
09-Jan-1948,0,0.866,17.6667,2.1,34.93,-99
10-Jan-1948,0,0.873,8.8,-0.45,34.93,-99
11-Jan-1948,0.14,0.88,6.0778,-7.8667,34.93,-99
12-Jan-1948,16.83,0.887,5.9444,-2.3944,34.93,-99
13-Jan-1948,16.38,0.895,6.3944,1.85,34.93,-99
14-Jan-1948,0.97,0.903,2.2444,-6.7333,34.93,-99
15-Jan-1948,0,0.912,-1.1111,-14.4833,34.93,-99
16-Jan-1948,0,0.921,8.7722,-9.8944,34.93,-99
17-Jan-1948,0,0.93,7.4056,-2.5333,34.93,-99
18-Jan-1948,0,0.94,2.3056,-6.6167,34.93,-99
19-Jan-1948,0.68,0.951,0.4222,-12.7667,34.93,-99
20-Jan-1948,7.82,0.961,3.3222,-8.0889,34.93,-99
21-Jan-1948,3,0.972,5.8833,-0.6389,34.93,-99
22-Jan-1948,0,0.984,8.3778,-0.4778,34.93,-99
23-Jan-1948,1.47,0.996,2.9,-3.2,34.93,-99
24-Jan-1948,12.13,1.008,-3.1444,-12.2167,34.93,-99
25-Jan-1948,0.77,1.021,0.6056,-13.4222,34.93,-99
26-Jan-1948,0.82,1.034,3.9889,-12.1389,34.93,-99
27-Jan-1948,0.51,1.048,0.9833,-6.9389,34.93,-99
28-Jan-1948,2.03,1.062,1.2222,-7.7389,34.93,-99
29-Jan-1948,0.41,1.076,5.9778,-8.5611,34.93,-99
30-Jan-1948,5.71,1.091,2.5944,-3.3222,34.93,-99
31-Jan-1948,6.15,1.106,-0.9611,-10.0833,34.93,-99
01-Feb-1948,9.85,1.121,3.3556,-10.4278,38.88,-99
02-Feb-1948,0,1.137,7.0556,-11.3111,38.88,-99
03-Feb-1948,0.13,1.153,8.9056,-6.9889,38.88,-99
04-Feb-1948,0.13,1.169,7.1,-0.3667,38.88,-99
05-Feb-1948,7.32,1.186,6.0056,0.3889,38.88,-99
06-Feb-1948,3.55,1.203,7.8,-2.5833,38.88,-99
07-Feb-1948,0,1.221,5.65,-4.3111,38.88,-99
08-Feb-1948,0,1.239,7.05,0.1167,38.88,-99
09-Feb-1948,4.05,1.257,0.9833,-7.2333,38.88,-99
10-Feb-1948,5.46,1.276,0.0833,-10.5,38.88,-99
11-Feb-1948,2.23,1.294,1.1278,-6.9389,38.88,-99
12-Feb-1948,9.03,1.313,12.3333,-2.7056,38.88,-99
13-Feb-1948,7.54,1.333,10.0278,1.7333,38.88,-99
14-Feb-1948,2.77,1.353,11.8,2.2333,38.88,-99
15-Feb-1948,0,1.373,12.3833,-4.0333,38.88,-99
16-Feb-1948,0.62,1.393,10.2889,-0.4833,38.88,-99
17-Feb-1948,0,1.414,19.0778,3.4222,38.88,-99
18-Feb-1948,0,1.435,22.0611,2.9778,38.88,-99
19-Feb-1948,0.4,1.456,20.8167,7.5722,38.88,-99
20-Feb-1948,0.26,1.477,16.3667,6.9111,38.88,-99
