datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,5.16,0.38,13.8,2.5222,24.12,1.1358
02-Jan-1948,5.83,0.384,7.4333,-3.7889,24.12,6.1161
03-Jan-1948,0,0.385,-0.35,-4.5778,24.12,4.2077
04-Jan-1948,3.33,0.387,4.7389,-4.6833,24.12,2.4372
05-Jan-1948,3.15,0.388,-0.8278,-3.8667,24.12,1.6509
06-Jan-1948,2.34,0.391,-0.6222,-4.8111,24.12,1.2439
07-Jan-1948,1.75,0.394,-1.6722,-9.0056,24.12,0.9657
08-Jan-1948,3.45,0.397,9.2111,-10.0389,24.12,0.8024
09-Jan-1948,3.88,0.401,10.6056,-1.0333,24.12,1.4164
10-Jan-1948,0.33,0.405,0.2611,-10.1444,24.12,4.2307
11-Jan-1948,7.78,0.41,3.5278,-16.3944,24.12,2.8511
12-Jan-1948,13.75,0.415,3.4611,-5.0111,24.12,2.0234
13-Jan-1948,2.06,0.42,0.95,-5.1944,24.12,2.9201
14-Jan-1948,1.45,0.426,-5.9944,-14.4667,24.12,3.127
15-Jan-1948,0.8,0.433,-2.4667,-13.7889,24.12,1.8854
16-Jan-1948,3.8,0.44,2.7889,-14.1444,24.12,1.3336
17-Jan-1948,1.5,0.447,-2.1889,-9.3056,24.12,1.306
18-Jan-1948,0,0.455,-8.4389,-14.9111,24.12,0.8645
19-Jan-1948,0,0.463,0.7222,-10.6889,24.12,0.561
20-Jan-1948,0,0.472,5.15,-15.8611,24.12,0.6898
21-Jan-1948,1.11,0.481,3.9278,-3.4056,24.12,0.6898
22-Jan-1948,2.59,0.491,-0.5556,-8.8389,24.12,0.6898
23-Jan-1948,5.97,0.501,-7.9778,-16.3111,24.12,0.5748
24-Jan-1948,4.39,0.511,-10.0444,-15.2889,24.12,0.4599
25-Jan-1948,0.19,0.522,-6.7611,-17,24.12,0.3679
26-Jan-1948,2.56,0.533,-3.1222,-14.3222,24.12,0.4139
27-Jan-1948,1.48,0.545,-5.0389,-11.7444,24.12,0.4599
28-Jan-1948,0,0.557,-6.4944,-14.65,24.12,0.4139
29-Jan-1948,0,0.569,-2.8778,-14.9222,24.12,0.3449
30-Jan-1948,0.67,0.582,-5.0111,-14.9111,24.12,0.3219
31-Jan-1948,3.5,0.595,-1.0833,-15.4722,24.12,0.2989
01-Feb-1948,3.27,0.609,-0.5722,-9.3222,25.83,0.2759
02-Feb-1948,0,0.623,-0.5556,-9.6611,25.83,0.2759
03-Feb-1948,13.85,0.638,1.4722,-10.0389,25.83,0.2759
04-Feb-1948,14.29,0.653,1.3722,-5.2444,25.83,0.2759
05-Feb-1948,3.72,0.668,0.7889,-2.7611,25.83,0.4599
06-Feb-1948,2.77,0.683,-0.5389,-9,25.83,0.8047
07-Feb-1948,3.04,0.699,4.0667,-15.4222,25.83,1.3796
08-Feb-1948,1.27,0.716,1.2444,-10.1833,25.83,1.6095
09-Feb-1948,0,0.732,-3.6611,-16.1333,25.83,2.0693
10-Feb-1948,0,0.749,1.6722,-15.3722,25.83,1.8394
11-Feb-1948,0.11,0.767,8.0611,-13.1444,25.83,1.6095
12-Feb-1948,2.53,0.785,4.8833,-1.5444,25.83,2.2993
13-Feb-1948,9.33,0.803,14.3556,0.0778,25.83,4.5985
14-Feb-1948,3.27,0.821,12.9722,-2.4167,25.83,27.8212
15-Feb-1948,0,0.84,8.3389,-8.2167,25.83,22.073
16-Feb-1948,0,0.859,14.1611,-5.4333,25.83,6.3
17-Feb-1948,0,0.878,14.5611,-1.4111,25.83,4.8055
18-Feb-1948,0,0.898,17.8556,-1.1611,25.83,6.1161
19-Feb-1948,0,0.918,20.3444,0.3444,25.83,4.8055
20-Feb-1948,0,0.939,12.6944,-5.3611,25.83,4.6445
21-Feb-1948,3.66,0.959,2.9611,-8.5333,25.83,3.3799
22-Feb-1948,6.89,0.98,2.9111,-7.1889,25.83,2.2763
