datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,5.84,0.32,-0.7556,-5.5056,13.35,0.0626
02-Jan-1948,1.98,0.322,0.0056,-11.3389,13.35,0.1096
03-Jan-1948,0,0.32,2.9944,-12.2222,13.35,0.1262
04-Jan-1948,0,0.32,3.4667,-1.9389,13.35,0.1544
05-Jan-1948,0,0.32,3.7722,-5.1389,13.35,0.1631
06-Jan-1948,0,0.32,5.9556,-6.8722,13.35,0.1766
07-Jan-1948,0,0.322,11.5,-4.05,13.35,0.2223
08-Jan-1948,0,0.324,9.5833,0.5611,13.35,0.696
09-Jan-1948,0,0.327,6.4,-0.6056,13.35,2.8493
10-Jan-1948,0,0.33,2.6167,-3.2278,13.35,2.5883
11-Jan-1948,0,0.335,5.1333,-3.0111,13.35,1.814
12-Jan-1948,0.54,0.339,3.4333,-1.7056,13.35,1.1049
13-Jan-1948,0.11,0.345,-1.3611,-9.4278,13.35,0.6656
14-Jan-1948,0,0.351,-1.0389,-16.0944,13.35,0.3267
15-Jan-1948,0,0.358,0.7389,-10.25,13.35,0.2393
16-Jan-1948,0,0.366,-3.6333,-15.6556,13.35,0.1958
17-Jan-1948,0,0.374,-5.5,-16.8333,13.35,0.174
18-Jan-1948,0,0.383,-1.9667,-13.8,13.35,0.1436
19-Jan-1948,0,0.393,1.5944,-8.8611,13.35,0.1088
20-Jan-1948,0,0.403,5.0889,-9.15,13.35,0.0783
21-Jan-1948,0,0.415,-0.0556,-6.3056,13.35,0.0653
22-Jan-1948,1.32,0.426,-7.9222,-12.75,13.35,0.0566
23-Jan-1948,0,0.439,-8.2389,-12.3444,13.35,0.0479
24-Jan-1948,0,0.452,-4.0944,-13.8722,13.35,0.0435
25-Jan-1948,0.93,0.465,-3.6333,-13.5111,13.35,0.0413
26-Jan-1948,0.05,0.48,-7.0444,-13.3389,13.35,0.0392
27-Jan-1948,0.05,0.495,-8.5722,-16.5278,13.35,0.037
28-Jan-1948,0,0.51,-5.4833,-11.0278,13.35,0.0348
29-Jan-1948,0,0.527,0.4889,-14.5111,13.35,0.0326
30-Jan-1948,0,0.544,-1.3889,-10.0722,13.35,0.0305
31-Jan-1948,1.48,0.561,-0.6111,-9.4111,13.35,0.0283
01-Feb-1948,0,0.579,2.3889,-13.5833,13.69,0.0261
02-Feb-1948,1.07,0.598,1.2056,-8.5611,13.69,0.0239
03-Feb-1948,0.5,0.618,-2.4611,-8.5222,13.69,0.0239
04-Feb-1948,1.35,0.638,-3.8278,-8.9389,13.69,0.0218
05-Feb-1948,0,0.658,-2.45,-9.9611,13.69,0.0218
06-Feb-1948,0,0.68,0.5556,-14.9722,13.69,0.0218
07-Feb-1948,0,0.701,-2.2056,-7.1889,13.69,0.0196
08-Feb-1948,0,0.724,-3.5222,-16.1722,13.69,0.0196
09-Feb-1948,0,0.747,-2.2222,-16.5611,13.69,0.0196
10-Feb-1948,1.78,0.77,-1,-13.1778,13.69,0.0196
11-Feb-1948,1.23,0.794,-2.3556,-6.8056,13.69,0.0174
12-Feb-1948,4.96,0.819,-3.9056,-13.6167,13.69,0.0174
13-Feb-1948,0.55,0.844,-3.0833,-10.25,13.69,0.0174
14-Feb-1948,0,0.87,3.7667,-10.9556,13.69,0.0218
15-Feb-1948,0,0.896,10.7722,-10.5611,13.69,0.0348
16-Feb-1948,0,0.923,14.45,0.5389,13.69,0.087
17-Feb-1948,0,0.951,18.4556,-1.8444,13.69,0.6525
18-Feb-1948,0,0.978,15.3611,1.8722,13.69,1.9575
19-Feb-1948,0,1.007,11.7944,0.2556,13.69,1.5269
20-Feb-1948,0,1.036,-2.5,-9.9667,13.69,1.0179
21-Feb-1948,0.61,1.065,-0.2222,-8.8167,13.69,0.683
22-Feb-1948,0,1.095,4.6444,-10.2889,13.69,0.4568
23-Feb-1948,1.04,1.125,8.65,-4.7833,13.69,0.3393
24-Feb-1948,4.23,1.156,7.5833,0.7,13.69,0.2797
25-Feb-1948,0.32,1.187,11.5,1.6111,13.69,0.3489
26-Feb-1948,7.86,1.219,15.7111,0.9778,13.69,0.5742
27-Feb-1948,16.68,1.251,12.5556,6.5833,13.69,2.2621
28-Feb-1948,0.14,1.283,9.2889,1.5111,13.69,6.5252
29-Feb-1948,7.05,1.316,4.3556,-4.6611,13.69,4.3936
01-Mar-1948,8.41,1.349,2.2278,-1.7667,24.99,2.9059
02-Mar-1948,3.54,1.383,0.0222,-2.2944,24.99,4.7416
03-Mar-1948,0.13,1.417,0.1333,-4.8,24.99,3.7411
04-Mar-1948,0,1.452,1.1389,-7.7833,24.99,1.6226
05-Mar-1948,12.58,1.487,2.0778,-5.6444,24.99,0.7569
06-Mar-1948,1.3,1.522,2.1,-2.95,24.99,1.3877
07-Mar-1948,0.09,1.557,1.9611,-6.2389,24.99,3.0755
08-Mar-1948,0,1.593,0.9722,-6.3889,24.99,2.2751
09-Mar-1948,0.28,1.629,-3.8833,-9.8722,24.99,1.2572
10-Mar-1948,1.01,1.666,-7.5278,-13.9889,24.99,0.7221
11-Mar-1948,2.38,1.703,-6.3389,-15.7667,24.99,0.3393
12-Mar-1948,0,1.74,2.4944,-13.6556,24.99,0.2828
