datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0,0.59,-6.3778,-11.7833,17,-99
02-Jan-1948,0,0.593,1.4722,-16.8,17,-99
03-Jan-1948,0,0.591,8.8444,-7.8611,17,-99
04-Jan-1948,0,0.589,7.35,-1.5056,17,-99
05-Jan-1948,0,0.589,5.8333,-5.0111,17,-99
06-Jan-1948,0,0.589,7.1222,-9.4444,17,-99
07-Jan-1948,0,0.59,9.9444,-1.3944,17,-99
08-Jan-1948,0,0.592,13.6667,-0.3611,17,-99
09-Jan-1948,0,0.595,8.8722,-1.1944,17,-99
10-Jan-1948,0,0.598,6.0889,-5.2444,17,-99
11-Jan-1948,0,0.602,9.95,0.6778,17,-99
12-Jan-1948,0,0.608,6.0278,-4.1222,17,-99
13-Jan-1948,0,0.613,1.3944,-9.9,17,-99
14-Jan-1948,0,0.62,-1.3611,-15.1444,17,-99
15-Jan-1948,0,0.627,7.3778,-6.75,17,-99
16-Jan-1948,0,0.636,-4.8,-14.7667,17,-99
17-Jan-1948,0,0.645,-2.2833,-17.2833,17,-99
18-Jan-1948,0,0.654,-0.6222,-7.6167,17,-99
19-Jan-1948,0,0.665,1.3611,-13.9444,17,-99
20-Jan-1948,0,0.676,9.5278,-6.2611,17,-99
21-Jan-1948,0,0.689,5.9167,-5.6778,17,-99
22-Jan-1948,0,0.701,1.8278,-11.5944,17,-99
23-Jan-1948,0.44,0.715,-9.0333,-14.8556,17,-99
24-Jan-1948,0.45,0.729,-7.6333,-15.2833,17,-99
25-Jan-1948,1.04,0.745,-1.8444,-15.6722,17,-99
26-Jan-1948,0.34,0.761,-5,-13.0444,17,-99
27-Jan-1948,0,0.777,-12.1667,-17.7278,17,-99
28-Jan-1948,0,0.795,-7.0111,-11.6167,17,-99
29-Jan-1948,0.39,0.813,-1.3833,-15.9778,17,-99
30-Jan-1948,1.26,0.832,-1.55,-6.7667,17,-99
31-Jan-1948,0,0.851,-1.4667,-10.3611,17,-99
01-Feb-1948,0,0.872,0.5722,-12.55,14.09,-99
02-Feb-1948,0.64,0.893,-3.0278,-9.8944,14.09,-99
03-Feb-1948,1.95,0.915,-3.9667,-7.85,14.09,-99
04-Feb-1948,0.09,0.937,-3.7944,-10.9,14.09,-99
05-Feb-1948,0.06,0.96,-5.15,-11.9167,14.09,-99
06-Feb-1948,0.11,0.984,-0.1833,-9.6611,14.09,-99
