datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,1.95,0.58,15.1611,2.6389,33.69,0.4006
02-Jan-1948,1.47,0.586,11.8167,-0.4444,33.69,0.4607
03-Jan-1948,0.86,0.588,3.1944,-2.0944,33.69,0.5123
04-Jan-1948,0.92,0.591,3.6222,-4.5389,33.69,0.4522
05-Jan-1948,0.83,0.595,2.05,-2.2222,33.69,0.4293
06-Jan-1948,0,0.599,2.1111,-2.7,33.69,0.4293
07-Jan-1948,0,0.603,4.5222,-6.5722,33.69,0.4006
08-Jan-1948,0,0.608,11.1,-8.5667,33.69,0.3921
09-Jan-1948,0.1,0.613,13.8889,-1.8222,33.69,0.4006
10-Jan-1948,0.05,0.618,6.9333,-1.8778,33.69,0.4006
11-Jan-1948,0.32,0.624,5.7,-12.6667,33.69,0.3921
12-Jan-1948,12.26,0.631,7.35,-4.6944,33.69,0.3692
13-Jan-1948,6.87,0.638,3.1167,0.1889,33.69,0.4436
14-Jan-1948,0.54,0.645,0.3,-10.3944,33.69,1.0073
15-Jan-1948,0.07,0.653,-2.1056,-15.0944,33.69,0.9959
16-Jan-1948,0.02,0.661,7.1444,-12.1111,33.69,0.9329
17-Jan-1948,0.52,0.669,3.9111,-5.1889,33.69,0.9959
18-Jan-1948,0.55,0.678,-1.6278,-10.9944,33.69,0.8242
19-Jan-1948,0,0.688,1.2278,-14.7444,33.69,0.7727
20-Jan-1948,2.41,0.698,1.05,-12.3167,33.69,0.7441
21-Jan-1948,0.59,0.708,4.2889,-3.2167,33.69,0.7154
22-Jan-1948,1.46,0.718,3.4056,-3.7556,33.69,0.7154
23-Jan-1948,5.46,0.729,-0.9,-7.7611,33.69,0.6983
24-Jan-1948,8.92,0.741,-5.8444,-12.4444,33.69,0.6754
25-Jan-1948,1.05,0.753,-2.2889,-14.3222,33.69,0.5609
26-Jan-1948,1.31,0.765,1.75,-15.3278,33.69,0.5437
27-Jan-1948,0.39,0.778,-0.0778,-8.3167,33.69,0.5437
28-Jan-1948,0.11,0.791,-1.2889,-12.65,33.69,0.5409
29-Jan-1948,0,0.804,1.9667,-12.6722,33.69,0.4922
30-Jan-1948,2.34,0.818,0.5167,-6.9722,33.69,0.4607
31-Jan-1948,16.42,0.832,-1.9,-8.5667,33.69,0.4607
01-Feb-1948,4.42,0.846,0.7722,-10.1222,37.5,0.4064
02-Feb-1948,0,0.861,3.6667,-9.9278,37.5,0.4293
03-Feb-1948,1.71,0.876,6.3222,-15.0778,37.5,0.4579
04-Feb-1948,6.28,0.892,4.7611,-3.9167,37.5,0.5123
05-Feb-1948,6.04,0.908,4.5667,0.65,37.5,0.6668
06-Feb-1948,5.85,0.924,4.2111,-1.0778,37.5,1.6169
07-Feb-1948,0.15,0.941,3.5389,-8.8056,37.5,1.9031
08-Feb-1948,0.05,0.958,3.5278,-1.4611,37.5,1.6741
09-Feb-1948,0.76,0.975,-0.0222,-7.2389,37.5,1.5024
10-Feb-1948,0,0.993,0.2222,-12.5611,37.5,1.3736
11-Feb-1948,3.31,1.011,3.3278,-6.0389,37.5,1.2248
12-Feb-1948,11.87,1.029,6.8944,-0.7889,37.5,1.1619
13-Feb-1948,11.22,1.048,9.95,2.0222,37.5,6.6965
14-Feb-1948,2.25,1.067,10.8722,1.65,37.5,20.5759
15-Feb-1948,0,1.086,11.5167,-4.1278,37.5,14.1656
16-Feb-1948,0.02,1.105,13.0167,-3.1167,37.5,6.4103
17-Feb-1948,0,1.125,15.5667,0.8056,37.5,4.636
18-Feb-1948,0,1.145,19.8944,-2.0778,37.5,3.9206
19-Feb-1948,0,1.166,20.95,1.2167,37.5,3.0334
20-Feb-1948,0,1.186,14.9722,4.6556,37.5,2.504
21-Feb-1948,4.35,1.207,8.7278,-5.3278,37.5,2.0605
22-Feb-1948,1.97,1.228,3.9556,-4.2778,37.5,1.7771
23-Feb-1948,0,1.25,3.1333,-3.2833,37.5,1.5596
24-Feb-1948,3.02,1.271,3.2889,-3.9611,37.5,1.345
25-Feb-1948,4.23,1.293,13.2,0.3389,37.5,1.2134
26-Feb-1948,3.02,1.315,15.4722,8.6444,37.5,1.2134
27-Feb-1948,0.13,1.338,12.95,0.1389,37.5,1.2391
28-Feb-1948,0,1.36,22.8778,8.5444,37.5,1.2134
29-Feb-1948,0,1.383,18.8889,7.2722,37.5,1.1619
01-Mar-1948,3.09,1.406,9.3833,-4.3333,41.04,1.0846
02-Mar-1948,1.78,1.429,9.0778,0.4833,41.04,1.0216
03-Mar-1948,0.38,1.453,14.3,1.4389,41.04,1.0216
04-Mar-1948,0.22,1.476,10.5278,2.6222,41.04,0.9587
05-Mar-1948,0.5,1.5,5.0167,-7.3278,41.04,0.8614
06-Mar-1948,15.29,1.524,4.8278,-4.5889,41.04,0.7784
07-Mar-1948,7.54,1.548,12.8222,-2.4389,41.04,1.1876
08-Mar-1948,0,1.573,11.2,-0.7944,41.04,4.7505
09-Mar-1948,1.29,1.597,9.55,-1.3611,41.04,3.3769
10-Mar-1948,0.87,1.622,16.5278,0.2556,41.04,2.919
11-Mar-1948,0.05,1.646,16.2611,0.9278,41.04,2.4039
12-Mar-1948,0,1.671,5.2889,-2.8056,41.04,1.9975
13-Mar-1948,0,1.696,8.2611,-9.8889,41.04,1.6455
14-Mar-1948,0,1.721,16.9889,-7.7889,41.04,1.4309
15-Mar-1948,5.2,1.746,17.6,-1.6167,41.04,1.2763
16-Mar-1948,10.87,1.772,15.7278,9.4556,41.04,1.2248
17-Mar-1948,0.84,1.797,14.1611,6.5611,41.04,1.8086
18-Mar-1948,0,1.823,16.3222,-1.9111,41.04,1.9975
19-Mar-1948,3.81,1.848,18.9722,7.3111,41.04,1.717
20-Mar-1948,4.22,1.874,20.7556,9.8111,41.04,1.6312
21-Mar-1948,0.68,1.899,26.5889,11.6333,41.04,1.574
22-Mar-1948,13.57,1.925,25.2333,11.7833,41.04,1.4452
23-Mar-1948,28.62,1.951,21.4333,13.5444,41.04,1.6455
24-Mar-1948,2.87,1.977,19.2889,7.7611,41.04,6.9254
25-Mar-1948,0.33,2.003,18.7611,1.05,41.04,6.0383
26-Mar-1948,16.45,2.029,17.8389,4.3333,41.04,3.5199
27-Mar-1948,2.3,2.054,21.2611,11.6111,41.04,3.7775
28-Mar-1948,0.97,2.08,13.4667,-1.0111,41.04,5.2656
29-Mar-1948,0,2.106,15.75,-6.6389,41.04,3.5199
30-Mar-1948,1.45,2.132,18.35,-0.3444,41.04,2.5641
31-Mar-1948,16.5,2.158,16.9333,8.9889,41.04,2.1463
01-Apr-1948,4.78,2.184,19.9722,10.1944,54.31,2.318
02-Apr-1948,0.23,2.21,17.7,10.1444,54.31,2.1978
03-Apr-1948,0,2.236,16.8556,3.6722,54.31,1.8544
04-Apr-1948,0,2.261,17.4944,-1.3667,54.31,1.6026
05-Apr-1948,4.53,2.287,20.0889,3.0778,54.31,1.4309
06-Apr-1948,23.83,2.313,21.0889,7.9611,54.31,1.3736
07-Apr-1948,20.65,2.338,19.1111,9.8389,54.31,4.7505
08-Apr-1948,8.15,2.364,21.7389,10.8056,54.31,11.0749
09-Apr-1948,1.17,2.389,19.45,7.4056,54.31,8.5852
10-Apr-1948,1.06,2.415,17.7889,-0.9333,54.31,5.7235
11-Apr-1948,4.84,2.44,21.7833,7.5889,54.31,4.2926
12-Apr-1948,9.75,2.465,24.7,13.0056,54.31,2.8617
13-Apr-1948,8.68,2.49,26.9167,13.3222,54.31,2.4325
14-Apr-1948,7.38,2.515,16.0889,10.25,54.31,2.2894
15-Apr-1948,1.5,2.54,19.6111,7.4333,54.31,2.8617
16-Apr-1948,0,2.565,23.7611,8.3056,54.31,2.7187
17-Apr-1948,0,2.589,20.7278,5.3222,54.31,2.2894
18-Apr-1948,0,2.614,18.0056,0.5667,54.31,2.0032
19-Apr-1948,0,2.638,24.1944,1.1389,54.31,1.717
20-Apr-1948,0,2.662,27.7833,5.6556,54.31,1.5167
21-Apr-1948,0,2.686,24.7056,11.3889,54.31,1.4309
22-Apr-1948,0,2.71,19.1278,7.5056,54.31,1.2878
23-Apr-1948,0,2.733,22.1778,5.3111,54.31,1.2019
24-Apr-1948,0,2.757,29.5444,9.8889,54.31,1.0588
25-Apr-1948,0.06,2.78,29.8222,10.5333,54.31,1.0302
26-Apr-1948,2.71,2.803,28.9222,12.3556,54.31,1.0016
27-Apr-1948,6.66,2.825,26.9944,13.1778,54.31,1.0016
28-Apr-1948,6.06,2.848,21.3111,10.1389,54.31,1.0016
