datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,2.44,0.57,18.6278,4.2222,36.78,0.7485
02-Jan-1948,0,0.581,10.5444,-1.9444,36.78,1.5226
03-Jan-1948,0,0.585,14,-4.1444,36.78,1.6762
04-Jan-1948,0,0.59,15.6,1.1,36.78,1.625
05-Jan-1948,0,0.596,16.3111,-2.1778,36.78,1.5482
06-Jan-1948,0,0.603,13.75,0.0556,36.78,1.4459
07-Jan-1948,0,0.61,16.3,-5.3278,36.78,1.4459
08-Jan-1948,0.08,0.618,19.7889,0.4167,36.78,1.3691
09-Jan-1948,2.17,0.627,19.75,7.2833,36.78,0.8829
10-Jan-1948,0.2,0.636,15.5056,1.6722,36.78,0.5323
11-Jan-1948,0.77,0.647,15.2889,1.0111,36.78,0.4331
12-Jan-1948,14.62,0.657,18.0778,4.6778,36.78,0.4082
13-Jan-1948,2.51,0.669,13.6444,-0.2,36.78,0.6973
14-Jan-1948,5.21,0.681,3.6722,-5.4611,36.78,1.0876
15-Jan-1948,1.18,0.693,9.2056,-7.3722,36.78,1.1388
16-Jan-1948,2.68,0.707,9.7444,-4.0111,36.78,1.0364
17-Jan-1948,2.67,0.721,3.3944,-8.2667,36.78,1.0364
18-Jan-1948,0.36,0.736,2.6,-14.3111,36.78,0.9341
19-Jan-1948,0.27,0.751,2.4278,-10.8333,36.78,0.6845
20-Jan-1948,8.5,0.767,8.7167,-3.0833,36.78,0.4952
21-Jan-1948,3.71,0.784,11.3778,1.35,36.78,0.4952
22-Jan-1948,0.23,0.801,12.1167,-1.2667,36.78,0.6845
23-Jan-1948,4.17,0.819,7.0167,-8.0444,36.78,0.8573
24-Jan-1948,1.85,0.837,0.85,-13.1556,36.78,0.8829
25-Jan-1948,0.87,0.856,2.4278,-8.8778,36.78,0.8573
26-Jan-1948,4.02,0.876,3.4389,-3.7333,36.78,0.7229
27-Jan-1948,17.03,0.896,1.1333,-4.2389,36.78,0.7869
28-Jan-1948,4.98,0.917,-1.6833,-9.1333,36.78,1.5738
29-Jan-1948,4.73,0.939,-0.0722,-6.9222,36.78,1.8105
30-Jan-1948,4.71,0.961,1.3111,-3.3,36.78,1.7274
31-Jan-1948,0.43,0.984,3.6778,-3.1278,36.78,1.7274
01-Feb-1948,0,1.007,4.9556,-5.7778,35.65,1.7018
02-Feb-1948,0,1.031,6.7,-5.2333,35.65,1.625
03-Feb-1948,0.98,1.055,11.5722,-2.7,35.65,1.5226
04-Feb-1948,10.26,1.08,14.1111,3.4333,35.65,1.497
05-Feb-1948,4.72,1.106,15.0444,6.9444,35.65,1.5994
06-Feb-1948,5.39,1.132,12.8278,2.6167,35.65,1.6762
07-Feb-1948,30.04,1.158,11.7,4.5389,35.65,1.753
08-Feb-1948,33.15,1.186,9.4889,0.4556,35.65,2.6422
09-Feb-1948,13.47,1.213,1.5778,-3.7278,35.65,3.9026
10-Feb-1948,4.65,1.241,2.75,-6.8333,35.65,4.6831
11-Feb-1948,11.07,1.27,7.3722,-1.6722,35.65,8.7008
12-Feb-1948,59.94,1.299,15.1,4.2167,35.65,10.4281
13-Feb-1948,21.63,1.329,17.2,3.9278,35.65,12.2835
14-Feb-1948,2.3,1.359,9.8278,-2.5611,35.65,19.1929
15-Feb-1948,0,1.389,14.9056,-2.7167,35.65,22.3277
16-Feb-1948,0,1.42,19.2667,3.4222,35.65,16.25
17-Feb-1948,0,1.452,21.7278,5.7111,35.65,10.748
18-Feb-1948,0.12,1.484,23.1389,2.6444,35.65,8.5728
19-Feb-1948,5.58,1.516,22.15,7.8333,35.65,7.7411
20-Feb-1948,4.07,1.549,18.05,4.9222,35.65,6.3401
21-Feb-1948,13.44,1.582,7.85,0.9556,35.65,5.5531
22-Feb-1948,0.69,1.615,3.0389,-2.5333,35.65,4.9262
23-Feb-1948,2.8,1.649,9.0056,-0.6556,35.65,4.1585
24-Feb-1948,7.52,1.684,11.0556,4.3222,35.65,3.5187
25-Feb-1948,2.25,1.718,17.2167,7.65,35.65,3.154
26-Feb-1948,0.52,1.753,22.1222,10.9,35.65,2.7702
27-Feb-1948,1.97,1.789,24.2167,13.9444,35.65,2.2904
28-Feb-1948,0.06,1.824,25.5333,13.1333,35.65,1.8425
29-Feb-1948,0.47,1.861,22.7167,9.5556,35.65,1.5738
01-Mar-1948,34.92,1.897,18.7333,10.0056,42.91,1.3947
02-Mar-1948,19.78,1.934,21.9667,11.4,42.91,2.8405
03-Mar-1948,10.05,1.97,19.0389,7.1556,42.91,4.1585
04-Mar-1948,0.97,2.008,12.5333,1.4444,42.91,4.4144
05-Mar-1948,25.56,2.045,12.3556,2.8278,42.91,4.2864
06-Mar-1948,12.38,2.083,11.7111,4.1611,42.91,5.937
07-Mar-1948,0.19,2.121,16.05,4.6944,42.91,8.3809
08-Mar-1948,0.06,2.159,17.1222,2.2833,42.91,9.0207
09-Mar-1948,0.19,2.198,17.4389,6.5111,42.91,8.3169
10-Mar-1948,0.02,2.237,18.7444,6.2278,42.91,7.1654
11-Mar-1948,0,2.275,14.1389,-1.7389,42.91,6.1673
12-Mar-1948,0,2.315,6.6167,-4.9167,42.91,5.2141
13-Mar-1948,0,2.354,12.8333,-5.2889,42.91,4.5103
14-Mar-1948,0,2.393,20.2611,-1.6,42.91,3.9026
15-Mar-1948,9.32,2.433,22.3889,9.8667,42.91,3.4419
16-Mar-1948,18.97,2.473,23.6556,12.85,42.91,3.0581
17-Mar-1948,6.19,2.513,21.6389,8.4778,42.91,2.8342
18-Mar-1948,0.37,2.553,24.75,10.9944,42.91,2.5463
19-Mar-1948,0.1,2.593,28.1833,18.2667,42.91,2.4183
20-Mar-1948,0,2.633,29.3667,18.7944,42.91,2.4503
21-Mar-1948,0.71,2.673,29.7111,17.7778,42.91,2.5463
22-Mar-1948,14.37,2.714,26.5833,14.3556,42.91,2.7062
23-Mar-1948,9.92,2.754,20.4667,7.9167,42.91,3.154
24-Mar-1948,0,2.795,23.7111,7.1444,42.91,3.3524
25-Mar-1948,0.19,2.836,26.8611,9.7444,42.91,3.3524
26-Mar-1948,7.77,2.876,27.8389,15.6,42.91,3.2116
27-Mar-1948,4.88,2.917,22.0944,7.8056,42.91,3.2756
28-Mar-1948,2.02,2.957,14.1,2.3111,42.91,3.5443
29-Mar-1948,0.16,2.998,19.2111,-0.3,42.91,3.4419
30-Mar-1948,8.18,3.039,20.1556,7.5278,42.91,3.3524
31-Mar-1948,2.93,3.079,22.7722,13.6833,42.91,3.154
01-Apr-1948,0.46,3.12,21.7167,8.5889,64.72,2.8981
02-Apr-1948,0.06,3.16,20.6333,2.9556,64.72,2.5782
03-Apr-1948,0,3.201,22.4667,4.4556,64.72,1.8425
04-Apr-1948,1.62,3.241,25.1667,6.7056,64.72,1.1388
05-Apr-1948,2.61,3.281,26.2944,13.8778,64.72,0.8829
06-Apr-1948,2.58,3.321,29.1056,17.6611,64.72,0.9085
07-Apr-1948,0.22,3.361,29.8222,18.1611,64.72,0.9341
08-Apr-1948,11.31,3.401,27.6667,16.7722,64.72,0.9341
09-Apr-1948,12.71,3.441,23.6944,11.9833,64.72,1.3691
10-Apr-1948,8,3.481,21.0611,9.6333,64.72,1.9385
