datetime,P,PE,T_max,T_min,GF,Q
01-Jan-1948,0.92,0.14,4.7,-0.4889,6.92,2.4328
02-Jan-1948,2.93,0.14,0.5722,-3.65,6.92,6.7309
03-Jan-1948,0.42,0.139,0.3167,-2.7389,6.92,8.3021
04-Jan-1948,0.54,0.137,0.3889,-3.05,6.92,4.4197
05-Jan-1948,3.97,0.137,1.4889,-2.8389,6.92,2.372
06-Jan-1948,1.74,0.137,2.1,-4.9333,6.92,1.703
07-Jan-1948,0,0.138,4.75,-10.8722,6.92,1.3279
08-Jan-1948,0,0.139,9.0833,-1.9889,6.92,1.1759
09-Jan-1948,0,0.142,6.6833,0.2944,6.92,1.3583
10-Jan-1948,0,0.144,1.9222,-4.3611,6.92,1.703
11-Jan-1948,0.8,0.148,3.3722,-6.0556,6.92,1.3279
12-Jan-1948,1.18,0.152,3.4389,-0.6389,6.92,1.0846
13-Jan-1948,0.42,0.157,-3.3611,-9.7444,6.92,0.9934
14-Jan-1948,0.03,0.162,-5.6222,-16.1167,6.92,0.8738
15-Jan-1948,0.05,0.168,0.3333,-16.2667,6.92,0.8109
16-Jan-1948,0,0.175,-3.3389,-13.6111,6.92,0.7096
17-Jan-1948,0,0.182,-7.7222,-16.6889,6.92,0.6346
18-Jan-1948,0,0.19,-4.9278,-15.2944,6.92,0.4866
19-Jan-1948,0,0.199,0.5333,-13.8222,6.92,0.4714
20-Jan-1948,0.05,0.208,2.5778,-10.6222,6.92,0.4562
21-Jan-1948,0.07,0.218,-1.0167,-7.1389,6.92,0.4055
22-Jan-1948,0.15,0.228,-7.4722,-16.5278,6.92,0.3852
23-Jan-1948,0.56,0.239,-9.4944,-15.7278,6.92,0.3345
24-Jan-1948,0.12,0.251,-8.0611,-15.2389,6.92,0.294
25-Jan-1948,0.12,0.263,-5.3889,-14.1167,6.92,0.3041
26-Jan-1948,0.44,0.276,-5.6278,-14.7111,6.92,0.3041
27-Jan-1948,0.39,0.29,-7.5889,-15.4611,6.92,0.294
28-Jan-1948,0,0.304,-5.3778,-12.7278,6.92,0.294
29-Jan-1948,0,0.319,-3.9889,-16.0056,6.92,0.294
30-Jan-1948,0.11,0.335,-6.2444,-13.5889,6.92,0.294
31-Jan-1948,0,0.351,-5.9611,-15.6833,6.92,0.294
01-Feb-1948,0,0.367,-0.7833,-16.3611,5.56,0.2737
02-Feb-1948,0.01,0.384,1.3833,-12.1556,5.56,0.2737
03-Feb-1948,3.54,0.402,-0.3611,-11.0556,5.56,0.2737
04-Feb-1948,2.22,0.421,-1.9889,-5.8611,5.56,0.2737
05-Feb-1948,0.36,0.439,-3.5056,-11.25,5.56,0.2737
06-Feb-1948,0,0.459,-0.4722,-16.2222,5.56,0.2737
07-Feb-1948,0,0.479,0.8667,-12.7944,5.56,0.2737
08-Feb-1948,0,0.5,-3.6389,-13.8778,5.56,0.2534
09-Feb-1948,0,0.521,-4.8111,-15.0167,5.56,0.2534
10-Feb-1948,0.31,0.543,-0.2944,-16.3389,5.56,0.2534
11-Feb-1948,0.71,0.565,1.9167,-6.2833,5.56,0.2636
12-Feb-1948,5.68,0.588,2.5333,-3.8333,5.56,0.3041
13-Feb-1948,16.53,0.611,2.8444,-0.7778,5.56,0.4055
14-Feb-1948,5.26,0.635,2.6389,-5.8889,5.56,2.3518
15-Feb-1948,0,0.659,7.9333,-8.6056,5.56,4.1663
16-Feb-1948,0,0.684,12.6056,1.0778,5.56,3.2438
17-Feb-1948,0,0.709,15.1556,-1.1389,5.56,2.8383
18-Feb-1948,0,0.735,16.8611,1.5889,5.56,1.703
19-Feb-1948,0,0.761,10.9333,1.6667,5.56,1.2671
20-Feb-1948,0,0.788,-1.3778,-8.5944,5.56,1.0238
21-Feb-1948,0.03,0.815,-2.2167,-9.4944,5.56,0.7907
22-Feb-1948,0,0.843,3.75,-11.1611,5.56,0.6407
23-Feb-1948,0,0.871,8.4,-6.4722,5.56,0.5677
24-Feb-1948,0.49,0.899,8.7667,0.1667,5.56,0.5525
25-Feb-1948,1.57,0.928,9.7278,5.75,5.56,0.5322
26-Feb-1948,12.16,0.958,10.3167,0.9389,5.56,0.5423
27-Feb-1948,16.83,0.988,11.3833,-0.5111,5.56,0.7826
28-Feb-1948,2.63,1.018,9.5722,4.5667,5.56,3.335
29-Feb-1948,0,1.049,3.8778,-2.2222,5.56,4.075
01-Mar-1948,2.65,1.08,5.4333,-4.3944,13.83,2.2301
02-Mar-1948,2.26,1.111,7.5556,-0.8,13.83,1.4394
03-Mar-1948,0.38,1.143,1.85,-2.7889,13.83,1.2671
04-Mar-1948,0,1.175,1.0667,-6.3,13.83,1.1455
05-Mar-1948,1.69,1.207,2.6278,-10.6833,13.83,0.963
06-Mar-1948,1.53,1.24,3.4556,-2.3333,13.83,0.8464
07-Mar-1948,1.43,1.273,2.5944,-1.1444,13.83,0.8191
08-Mar-1948,0,1.307,4.7667,-4.4722,13.83,0.7907
09-Mar-1948,0,1.34,4.7833,-5.9889,13.83,0.7238
10-Mar-1948,7.26,1.374,-0.4667,-5.7389,13.83,0.668
11-Mar-1948,1.64,1.409,-3.8444,-12.4889,13.83,0.6508
12-Mar-1948,0,1.443,-0.1889,-12.8167,13.83,0.5879
13-Mar-1948,0,1.478,7.9389,-12.9611,13.83,0.5525
14-Mar-1948,0.59,1.514,12.7333,-4.9889,13.83,0.5778
15-Mar-1948,4.14,1.549,13.9278,6.1444,13.83,0.7907
16-Mar-1948,1.51,1.585,13.3778,4.3056,13.83,1.5611
17-Mar-1948,0,1.62,14.5611,-1.1333,13.83,2.1592
18-Mar-1948,10.57,1.657,19.3556,-0.6167,13.83,1.5611
19-Mar-1948,5.29,1.693,22.6,9.35,13.83,1.48
20-Mar-1948,12.08,1.729,24.3667,3.9111,13.83,3.1019
21-Mar-1948,10.3,1.766,21.1444,15.2278,13.83,2.6964
22-Mar-1948,10.73,1.803,12.7833,7.8,13.83,3.0208
23-Mar-1948,16.9,1.84,13.95,6.5611,13.83,4.1663
24-Mar-1948,2.79,1.877,18.6778,0.7667,13.83,6.7309
25-Mar-1948,1.49,1.914,19.8944,3.8111,13.83,8.667
26-Mar-1948,19.65,1.952,19.2667,9.2833,13.83,6.072
27-Mar-1948,20.79,1.989,10.65,-1.7278,13.83,8.667
28-Mar-1948,1.16,2.027,9.5611,-5.0889,13.83,9.7821
29-Mar-1948,0.29,2.065,14.2944,-0.3722,13.83,6.7309
30-Mar-1948,8.64,2.103,15.9722,-0.0556,13.83,3.0208
31-Mar-1948,4.58,2.141,16,8.3667,13.83,2.3011
01-Apr-1948,0.46,2.179,12.6667,4.2278,26.91,2.0882
02-Apr-1948,0,2.217,11.2167,-0.9333,26.91,1.7334
03-Apr-1948,0,2.255,14.7944,-2.8167,26.91,1.4496
04-Apr-1948,0.34,2.293,21.4278,2.3278,26.91,1.2671
05-Apr-1948,28.39,2.331,21.9889,8.7,26.91,1.1759
06-Apr-1948,19.24,2.369,19.6333,10.1167,26.91,5.2914
07-Apr-1948,7.27,2.408,20.8333,10.4722,26.91,8.8698
08-Apr-1948,1.54,2.446,17.65,7.9278,26.91,10.9478
09-Apr-1948,0.19,2.484,11.5667,-0.8222,26.91,9.1333
10-Apr-1948,8.69,2.522,15.6667,0.4611,26.91,4.1663
11-Apr-1948,16.59,2.56,17.7111,10.8167,26.91,3.183
12-Apr-1948,17.59,2.598,13.5833,5.5333,26.91,5.0988
13-Apr-1948,13.98,2.636,6.8444,3.8778,26.91,7.2681
14-Apr-1948,1.84,2.674,9.7389,3.9389,26.91,9.5287
15-Apr-1948,0,2.711,18.2333,0.6944,26.91,10.3396
16-Apr-1948,0,2.749,18.7833,7.6056,26.91,4.5109
17-Apr-1948,0,2.787,15.2,0.1333,26.91,2.6964
18-Apr-1948,0,2.824,23.5222,1.75,26.91,2.0172
19-Apr-1948,0,2.861,26.3444,13.75,26.91,1.5915
20-Apr-1948,0,2.898,24.1667,15.3,26.91,1.4192
21-Apr-1948,0,2.935,18.7333,4.2722,26.91,1.2671
22-Apr-1948,1.11,2.972,21.1889,3.2,26.91,1.1455
23-Apr-1948,0.29,3.009,26.9111,10.8889,26.91,1.0542
24-Apr-1948,0.69,3.045,27.2611,15.9611,26.91,0.9934
25-Apr-1948,0.71,3.081,28.9944,12.8778,26.91,0.9326
26-Apr-1948,2.46,3.117,27.7167,15.4444,26.91,0.8738
27-Apr-1948,2.08,3.153,22.4556,14.2833,26.91,0.8464
28-Apr-1948,1.35,3.188,16.8611,8.2944,26.91,0.8191
29-Apr-1948,0.26,3.224,13.7611,5.2944,26.91,0.7623
30-Apr-1948,1.9,3.259,18.2222,0.9167,26.91,0.7349
01-May-1948,6.89,3.294,18.1833,8.5389,39.61,0.7177
02-May-1948,8.75,3.328,20.6278,10.0278,39.61,0.7623
03-May-1948,3.53,3.362,19.7333,7.65,39.61,0.9022
04-May-1948,6.26,3.396,18.2444,8.9833,39.61,0.8464
05-May-1948,6.62,3.43,19.95,6.8889,39.61,0.8738
06-May-1948,14.41,3.463,17.5,10.9222,39.61,0.8191
07-May-1948,7.95,3.496,14.1611,5.2056,39.61,1.1759
08-May-1948,0.66,3.529,19.7667,1.7167,39.61,1.8753
09-May-1948,0.36,3.561,24.9667,11.7,39.61,1.3279
10-May-1948,2.38,3.593,28.2778,18.2944,39.61,1.0238
11-May-1948,8.96,3.625,26.4722,14.9056,39.61,0.8738
12-May-1948,8.81,3.656,20.3111,12.7111,39.61,0.9022
13-May-1948,1.67,3.687,15.9056,11.3611,39.61,1.48
14-May-1948,0.78,3.717,17.5944,8.5389,39.61,1.4192
15-May-1948,3.31,3.747,20.8444,10.8611,39.61,1.0846
16-May-1948,3.06,3.777,24.3056,13.2278,39.61,0.9934
17-May-1948,0.92,3.806,21.4944,10.2389,39.61,0.9022
18-May-1948,0.06,3.835,21.5222,7.6,39.61,0.7907
19-May-1948,0.02,3.863,22.1889,6.6944,39.61,0.7126
20-May-1948,0.12,3.891,25.3278,8.1,39.61,0.6457
21-May-1948,0.09,3.918,25.3056,14.3556,39.61,0.6082
22-May-1948,0,3.945,23.1222,4.9278,39.61,0.5727
23-May-1948,0,3.972,25.1667,10.0611,39.61,0.5018
24-May-1948,0,3.998,21.8722,7.9778,39.61,0.5018
25-May-1948,0,4.023,20.7833,5.2889,39.61,0.4612
26-May-1948,0,4.048,23.0611,4.9833,39.61,0.4359
27-May-1948,0,4.073,26.5333,6.8833,39.61,0.4207
